id_hogar,id_persona,peso_persona,region,grado_urbanizacion,anio_nacimiento,edad,sexo,pais_nacimiento,nacionalidad,situacion_actividad,situacion_profesional,horas_semana,jornada,tipo_contrato,personal_a_cargo,anios_experiencia,meses_desempleo_ref,meses_desempleo_5anios,ocupacion_isco08,sector_cnae,nivel_estudios,estado_salud,enfermedad_cronica,limitacion_actividad,necesito_medico_no_fue,renta_neta_salarial,renta_no_monetaria_salarial,renta_neta_hogar,renta_hogar_indicadores,unidades_consumo,num_miembros_hogar,tipo_hogar,hogar_riesgo_pobreza,hogar_carencia_material,retrasos_hipoteca_alquiler,retrasos_facturas,retrasos_deudas_no_vivienda,capacidad_gastos_imprevistos,capacidad_fin_de_mes,puede_vacaciones,puede_proteina_2dias,tiene_ordenador,tiene_coche,carga_prestamos_no_vivienda,puede_sustituir_muebles,puede_calefaccion_invierno,tipo_vivienda,regimen_tenencia,num_habitaciones,importe_alquiler,gastos_vivienda,cuota_hipoteca,cambio_ingresos_12m,motivo_aumento_ingresos,motivo_disminucion_ingresos,expectativa_ingresos_12m,carga_asistencia_medica,carga_asistencia_dental,carga_medicamentos,baja_intensidad_laboral_2020,arope_2020,carencia_material_social_severa,arope_2030,estres_financiero_alto,renta_hogar_per_capita,ratio_carga_vivienda,precariedad_laboral
2881,288102,837.63581,ES30,Zona muy poblada,1976,48,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,21.0,0.0,0.0,43.0,Comercio/reparación vehículos,Post-secundaria,Bueno,No,No limitado,No,30323.2,355.6,80327.0,80327.0,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,No (no puede permitírselo),No (no puede permitírselo),Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,3.0,0.0,706.02,1000.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,44626.11111111111,0.27939795272266776,0
2883,288302,995.92437,ES30,Zona muy poblada,1961,63,Mujer,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,38.0,0.0,0.0,23.0,Educación,Post-secundaria,Muy bueno,No,No limitado,No,30446.3,0.0,110486.0,110486.0,1.5,2,2 adultos ≥65 sin niños,No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,10.0,0.0,473.22,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No aplicable (≥60 años),No,No,No,0,73657.33333333333,0.18651330375119474,0
2885,288503,663.78253,ES30,Zona muy poblada,2000,24,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,,0.0,0.0,24.0,Actividades profesionales/científicas,Post-secundaria,Muy bueno,No,No limitado,No,876.0,0.0,139841.0,139841.0,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,601.14,0.0,Han disminuido,,Pérdida empleo,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No,0,55936.4,3.4374592660832137,1
2885,288504,704.38623,ES30,Zona muy poblada,1997,27,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,5.0,0.0,0.0,33.0,Información/comunicaciones,Post-secundaria,Muy bueno,No,No limitado,No,24281.9,0.0,139841.0,139841.0,2.5,4,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,601.14,0.0,Han disminuido,,Pérdida empleo,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No,0,55936.4,0.29708054147327845,0
2886,288601,1011.32268,ES30,Zona muy poblada,1981,43,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,21.0,0.0,0.0,24.0,Industria manufacturera,Post-secundaria,Muy bueno,No,No limitado,No,76612.9,13233.2,142176.6,142176.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,590.81,0.0,Han aumentado,Otros,,Mejorar,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,67703.14285714286,0.09253950705429503,0
2886,288602,1010.03199,ES30,Zona muy poblada,1980,44,Mujer,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,Sí,22.0,0.0,0.0,33.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,43155.7,4331.3,142176.6,142176.6,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,590.81,0.0,Han aumentado,Otros,,Mejorar,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,67703.14285714286,0.16428235435875213,0
2887,288701,536.67326,ES30,Zona muy poblada,1978,46,Hombre,Extranjero no UE,España,Trabajando,Asalariado,50.0,Tiempo completo,Indefinido escrito,Sí,22.0,0.0,3.0,26.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,33495.2,0.0,66705.7,66705.7,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,4.0,1250.0,1472.03,0.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,31764.619047619046,0.5273698918053931,0
2887,288702,540.71028,ES30,Zona muy poblada,1974,50,Mujer,España,España,Trabajando,Asalariado,50.0,Tiempo completo,Indefinido escrito,Sí,24.0,0.0,0.0,31.0,Actividades administrativas,Post-secundaria,Muy bueno,No,No limitado,No,31534.1,0.0,66705.7,66705.7,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,4.0,1250.0,1472.03,0.0,Han aumentado,Revalorización salario,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,31764.619047619046,0.5601669304023265,0
2891,289101,617.40492,ES30,Zona media,1982,42,Mujer,España,España,Trabajando,Asalariado,37.0,Tiempo parcial,Indefinido escrito,No,21.0,0.0,0.0,23.0,Educación,Post-secundaria,Regular,Sí,Limitado pero no gravemente,No,11807.1,0.0,87043.9,87043.9,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad con hipoteca,6.0,0.0,985.98,1200.0,Han aumentado,Más horas/salario,,Mejorar,Una carga pesada,Una carga pesada,Una carga razonable,No,No,No,No,0,48357.72222222222,1.0020885738242244,1
2891,289102,618.39862,ES30,Zona media,1978,46,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,22.0,0.0,0.0,21.0,Administración pública/defensa,Post-secundaria,Regular,Sí,No limitado,No,39633.1,998.7,87043.9,87043.9,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad con hipoteca,6.0,0.0,985.98,1200.0,Han aumentado,Más horas/salario,,Mejorar,Una carga pesada,Una carga pesada,Una carga razonable,No,No,No,No,0,48357.72222222222,0.2985322874062337,0
2892,289202,426.58831,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,27.0,0.0,0.0,12.0,Información/comunicaciones,Post-secundaria,Regular,Sí,Limitado pero no gravemente,No,52354.7,2420.7,101455.7,101455.7,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,468.18,0.0,Se mantienen,,,,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,40582.28,0.1073095634202851,0
2893,289301,752.04077,ES30,Zona muy poblada,1977,47,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,3.0,0.0,0.0,22.0,Sanidad/servicios sociales,Post-secundaria,Regular,Sí,Limitado pero no gravemente,No,21939.0,0.0,74157.0,74157.0,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,0.0,479.47,700.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,35312.857142857145,0.2622562559824969,0
2893,289302,748.18856,ES30,Zona muy poblada,1974,50,Hombre,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,Sí,3.0,0.0,0.0,35.0,Información/comunicaciones,Secundaria 1a etapa,Bueno,Sí,Limitado pero no gravemente,No,46659.8,424.5,74157.0,74157.0,2.1,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,0.0,479.47,700.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,35312.857142857145,0.12331042996326602,0
2894,289401,1364.20324,ES30,Zona muy poblada,1984,40,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,18.0,0.0,0.0,14.0,Actividades profesionales/científicas,Post-secundaria,Bueno,Sí,No limitado,No,48746.6,1360.4,74531.2,74531.2,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,338.1,195.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,49687.46666666667,0.08323042017289412,0
2894,289402,1387.9163,ES30,Zona muy poblada,1992,32,Mujer,España,España,Trabajando,Asalariado,42.0,Tiempo completo,Indefinido escrito,No,8.0,0.0,4.0,31.0,Industria manufacturera,,Bueno,Sí,No limitado,No,24392.9,0.0,74531.2,74531.2,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,338.1,195.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,49687.46666666667,0.16632708698022786,0
2895,289501,371.88375,ES30,Zona muy poblada,1971,53,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,24.0,0.0,0.0,24.0,Administración pública/defensa,Post-secundaria,Regular,Sí,No limitado,Sí,38912.5,0.0,47734.6,47734.6,2.0,3,1 adulto con niños,No,No,No,No,No,No (no puede),Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,No (otras razones),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,732.69,750.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,23867.3,0.22595001606167686,0
2896,289601,710.80727,ES30,Zona muy poblada,1979,45,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,27.0,0.0,0.0,35.0,Información/comunicaciones,Post-secundaria,Muy bueno,No,No limitado,No,37801.6,601.3,79458.2,79458.2,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,353.22,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No,0,44143.444444444445,0.11212858714975028,0
2896,289602,715.79141,ES30,Zona muy poblada,1977,47,Mujer,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,0.0,33.0,Organismos extraterritoriales,Post-secundaria,Bueno,No,No limitado,No,35241.0,0.0,79458.2,79458.2,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con mucha facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,6.0,0.0,353.22,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No,0,44143.444444444445,0.1202758151017281,0
2897,289701,3017.84909,ES30,Zona muy poblada,1991,33,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,9.0,0.0,0.0,23.0,Educación,Post-secundaria,Regular,Sí,No limitado,No,32705.3,0.0,66826.1,66826.1,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,7.0,0.0,420.97,624.0,Han disminuido,,Otros,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,44550.73333333334,0.15445936897077844,0
2897,289702,3017.84909,ES30,Zona muy poblada,1990,34,Hombre,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,12.0,0.0,1.0,23.0,Educación,Post-secundaria,Bueno,No,No limitado,No,35872.9,0.0,66826.1,66826.1,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,7.0,0.0,420.97,624.0,Han disminuido,,Otros,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,44550.73333333334,0.14082050796004783,0
2900,290001,2538.65279,ES30,Zona muy poblada,1971,53,Hombre,Extranjero no UE,España,Trabajando,Asalariado,50.0,Tiempo completo,Indefinido escrito,Sí,30.0,0.0,0.0,71.0,Construcción,Secundaria 1a etapa,Bueno,No,No limitado,No,21092.2,0.0,45340.2,45340.2,3.1,6,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,No,Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Propiedad con hipoteca,5.0,0.0,423.81,350.0,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Una carga pesada,Ninguna carga,No,No,No,No,0,14625.870967741934,0.2411185177458966,0
2900,290002,2553.0168,ES30,Zona muy poblada,1974,50,Mujer,Extranjero no UE,España,Trabajando,Asalariado,30.0,Tiempo parcial,Indefinido escrito,No,28.0,0.0,0.0,53.0,Sanidad/servicios sociales,Secundaria 1a etapa,Regular,Sí,No limitado,No,15440.5,0.0,45340.2,45340.2,3.1,6,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,No,Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Propiedad con hipoteca,5.0,0.0,423.81,350.0,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Una carga pesada,Ninguna carga,No,No,No,No,0,14625.870967741934,0.3293753440626923,1
2900,290003,2541.38704,ES30,Zona muy poblada,2000,24,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Temporal escrito,No,0.0,0.0,0.0,32.0,Sanidad/servicios sociales,Secundaria 1a etapa,Bueno,No,No limitado,No,4920.0,0.0,45340.2,45340.2,3.1,6,Otros con niños,No,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,No,Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Propiedad con hipoteca,5.0,0.0,423.81,350.0,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Una carga pesada,Ninguna carga,No,No,No,No,0,14625.870967741934,1.0336829268292684,1
2902,290201,3230.95989,ES30,Zona muy poblada,1970,54,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,32.0,0.0,0.0,51.0,Otros servicios,Post-secundaria,Regular,No,No limitado,No,14421.2,0.0,17589.0,17589.0,2.0,3,Otros sin niños,Sí,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,No,Ninguna carga,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,431.6,500.0,Han disminuido,,Reducción horas/salario,Mantenerse,Una carga pesada,Una carga pesada,Una carga pesada,No,Sí,No,Sí,0,8794.5,0.3591379358167143,0
2903,290302,1063.38103,ES30,Zona muy poblada,1957,67,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,,41.0,Administración pública/defensa,Secundaria 1a etapa,Bueno,No,No limitado,No,26637.8,0.0,72059.3,72059.3,2.0,3,Otros sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,5.0,0.0,255.82,0.0,Se mantienen,,,Empeorar,Una carga razonable,Una carga pesada,Una carga razonable,No aplicable (≥60 años),No,No,No,0,36029.65,0.11524375136084812,0
2907,290701,819.52332,ES30,Zona muy poblada,1970,54,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,26.0,0.0,0.0,22.0,Sanidad/servicios sociales,Post-secundaria,Regular,Sí,Limitado pero no gravemente,No,14339.2,0.0,30870.6,30870.6,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,No (no puede permitírselo),Ninguna carga,Sí,No,Piso <10 viviendas,Propiedad sin hipoteca,4.0,0.0,137.89,0.0,Se mantienen,,,,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No,0,15435.3,0.11539555902700288,0
2907,290702,815.66111,ES30,Zona muy poblada,2004,20,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,0.0,0.0,0.0,72.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,15264.2,37.6,30870.6,30870.6,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,No (no puede permitírselo),Ninguna carga,Sí,No,Piso <10 viviendas,Propiedad sin hipoteca,4.0,0.0,137.89,0.0,Se mantienen,,,,Ninguna carga,Ninguna carga,Una carga razonable,No,No,No,No,0,15435.3,0.1084026676799308,1
2908,290801,1295.17059,ES30,Zona muy poblada,1971,53,Mujer,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,25.0,0.0,0.0,32.0,Sanidad/servicios sociales,Post-secundaria,Regular,Sí,No limitado,No,22557.7,0.0,65648.47,65648.47,2.0,3,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,No (no puede permitírselo),Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,3.0,0.0,170.57,0.0,Se mantienen,,,Mantenerse,Una carga razonable,No ha utilizado,Una carga razonable,No,No,No,No,0,32824.235,0.09073797417289882,0
2908,290803,1283.50838,ES30,Zona muy poblada,1961,63,Hombre,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,41.0,0.0,0.0,42.0,Educación,Post-secundaria,Regular,No,No limitado,No,21399.1,0.0,65648.47,65648.47,2.0,3,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,No (no puede permitírselo),Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,3.0,0.0,170.57,0.0,Se mantienen,,,Mantenerse,Una carga razonable,No ha utilizado,Una carga razonable,No aplicable (≥60 años),No,No,No,0,32824.235,0.0956507516671262,0
2909,290901,1302.35999,ES30,Zona muy poblada,2002,22,Mujer,España,España,Trabajando,Asalariado,30.0,Tiempo parcial,Indefinido escrito,No,3.0,0.0,0.0,32.0,Sanidad/servicios sociales,Secundaria 1a etapa,Bueno,Sí,No limitado,No,4536.7,0.0,35973.7,35973.7,2.5,4,Otros sin niños,No,No,"Sí, dos o más veces",No,"Sí, dos o más veces",No (no puede),Con cierta dificultad,No,Sí,No (no puede permitírselo),Sí,Una carga pesada,No (no puede permitírselo),Sí,Piso <10 viviendas,Propiedad con hipoteca,5.0,0.0,1217.81,1000.0,Se mantienen,,,Mantenerse,Una carga razonable,No ha utilizado,Una carga razonable,No,No,Sí,Sí,1,14389.48,3.22122247448586,1
2910,291001,2472.90572,ES30,Zona muy poblada,1991,33,Mujer,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,11.0,0.0,0.0,81.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,12043.0,0.0,12649.2,12649.2,1.0,1,Una persona: mujer 30-64 años,No,No,No,No,No,No (no puede),Con dificultad,Sí,Sí,Sí,No,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio reducido,3.0,803.5,987.1,0.0,Se mantienen,,,Mejorar,No ha utilizado,Una carga pesada,Ninguna carga,No,No,No,No,1,12649.2,0.9835755210495725,1
2911,291101,1554.50835,ES30,Zona muy poblada,1979,45,Mujer,España,España,Trabajando,Asalariado,39.0,Tiempo completo,Indefinido escrito,Sí,18.0,0.0,0.0,34.0,Administración pública/defensa,Post-secundaria,Bueno,No,No limitado,No,18516.1,0.0,49984.8,49984.8,2.0,3,Otros sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,7.0,0.0,204.94,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,24992.4,0.13281846609167156,0
2913,291301,531.09222,ES30,Zona muy poblada,1963,61,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo parcial,Temporal escrito,Sí,28.0,7.0,6.0,26.0,Actividades artísticas/recreativas,Post-secundaria,Muy bueno,Sí,No limitado,No,4889.1,0.0,10704.6,10704.6,1.0,1,Una persona: mujer 30-64 años,Sí,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,No (no puede permitírselo),Ninguna carga,Sí,No,Piso <10 viviendas,Alquiler precio reducido,5.0,460.0,664.89,0.0,Han disminuido,,Otros,Empeorar,Ninguna carga,No ha utilizado,Ninguna carga,No aplicable (≥60 años),Sí,No,Sí,0,10704.6,1.6319322574707,1
2915,291501,949.06433,ES30,Zona muy poblada,1966,58,Mujer,España,España,Trabajando,Asalariado,26.0,Tiempo parcial,Temporal escrito,No,27.0,0.0,12.0,41.0,Actividades profesionales/científicas,Post-secundaria,Bueno,No,No limitado,No,9598.8,0.0,44230.1,44230.1,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso <10 viviendas,Propiedad sin hipoteca,3.0,0.0,178.22,0.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,No ha consumido,No,No,No,No,0,29486.733333333334,0.22280285035629455,1
2916,291601,772.54814,ES30,Zona muy poblada,1962,62,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,31.0,0.0,0.0,54.0,Actividades administrativas,Hasta primaria,Regular,Sí,No limitado,No,18514.8,0.0,34444.8,34444.8,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,No (no puede permitírselo),Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,254.97,0.0,Se mantienen,,,Empeorar,Ninguna carga,Una carga razonable,Una carga razonable,No aplicable (≥60 años),No,No,No,0,22963.2,0.16525374295158468,0
2916,291602,770.43904,ES30,Zona muy poblada,1966,58,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,36.0,0.0,3.0,41.0,Actividades profesionales/científicas,Hasta primaria,Regular,No,No limitado,No,15658.2,0.0,34444.8,34444.8,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,No (no puede permitírselo),Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,254.97,0.0,Se mantienen,,,Empeorar,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,22963.2,0.1954017703184274,0
2917,291702,536.86904,ES30,Zona muy poblada,1970,54,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,18.0,0.0,0.0,12.0,Comercio/reparación vehículos,Post-secundaria,Bueno,Sí,,No,29352.4,0.0,30634.6,30634.6,1.5,2,2 adultos ≥65 sin niños,No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,No (no puede permitírselo),No (no puede permitírselo),Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Propiedad con hipoteca,3.0,0.0,407.47,0.0,Se mantienen,,,Empeorar,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No,0,20423.066666666666,0.1665839931317371,0
2920,292001,3393.12024,ES30,Zona muy poblada,1976,48,Hombre,Extranjero no UE,Extranjero no UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,26.0,0.0,0.0,71.0,Actividades profesionales/científicas,Hasta primaria,Bueno,No,No limitado,No,7759.9,0.0,7759.9,7759.9,1.0,1,Una persona: hombre 30-64 años,Sí,No,No,No,No,No (no puede),Con facilidad,Sí,No,No,Sí,Ninguna carga,No (otras razones),Sí,Piso ≥10 viviendas,Alquiler precio mercado,2.0,600.0,836.55,0.0,Han aumentado,Más horas/salario,,Mejorar,Ninguna carga,Una carga razonable,Ninguna carga,No,Sí,No,Sí,0,7759.9,1.2936506913748886,0
2922,292201,1128.62246,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,50.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,0.0,25.0,Actividades inmobiliarias,Post-secundaria,Bueno,No,No limitado,No,50654.5,359.4,73339.25,73339.25,2.0,3,Otros sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,No (no puede permitírselo),Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1253.5,1622.03,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,36669.625,0.38425727230552076,0
2922,292202,1124.72399,ES30,Zona muy poblada,1983,41,Mujer,Extranjero no UE,España,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,No,10.0,0.0,6.0,91.0,Hogares como empleadores,Post-secundaria,Bueno,No,No limitado,No,14968.65,0.0,73339.25,73339.25,2.0,3,Otros sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,No (no puede permitírselo),Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1253.5,1622.03,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,36669.625,1.3003417141826419,1
