ocupacion_isco08,jornada,tipo_contrato,renta_neta_salarial
25.0,Tiempo completo,Indefinido escrito,25872.6
33.0,Tiempo completo,Indefinido escrito,35039.2
42.0,Tiempo completo,Indefinido escrito,46633.6
42.0,Tiempo parcial,Temporal escrito,2408.1
24.0,Tiempo completo,Indefinido escrito,32676.6
71.0,Tiempo completo,Indefinido escrito,16136.6
91.0,Tiempo completo,Indefinido escrito,18351.8
91.0,Tiempo parcial,Indefinido escrito,10421.5
52.0,Tiempo completo,Indefinido escrito,16753.3
21.0,Tiempo parcial,Indefinido escrito,8356.8
52.0,Tiempo parcial,Indefinido escrito,8058.6
21.0,Tiempo completo,Indefinido escrito,21980.6
51.0,Tiempo completo,Indefinido escrito,21630.9
52.0,Tiempo completo,Indefinido escrito,22192.2
22.0,Tiempo parcial,Temporal escrito,7576.4
41.0,Tiempo completo,Indefinido escrito,48481.1
91.0,Tiempo parcial,,15965.2
26.0,Tiempo completo,Indefinido escrito,45947.9
23.0,Tiempo completo,Indefinido escrito,32042.7
54.0,Tiempo completo,Indefinido escrito,48598.4
23.0,Tiempo completo,Indefinido escrito,29543.8
81.0,Tiempo completo,Indefinido escrito,18375.2
23.0,Tiempo completo,Indefinido escrito,48429.6
26.0,Tiempo parcial,Temporal escrito,4889.1
41.0,Tiempo completo,Indefinido escrito,30992.8
25.0,Tiempo completo,Indefinido escrito,45156.3
22.0,Tiempo completo,Indefinido escrito,34416.7
51.0,Tiempo completo,Indefinido escrito,16967.5
51.0,Tiempo completo,Indefinido escrito,44769.7
35.0,Tiempo completo,Indefinido escrito,29273.3
22.0,Tiempo parcial,Temporal escrito,10862.3
51.0,Tiempo parcial,Temporal escrito,209.3
91.0,Tiempo completo,Indefinido escrito,21523.4
53.0,Tiempo parcial,Indefinido escrito,11707.9
51.0,Tiempo parcial,Indefinido escrito,14085.3
35.0,Tiempo completo,Indefinido escrito,46067.3
71.0,Tiempo completo,Indefinido escrito,23546.5
42.0,Tiempo completo,Indefinido escrito,20133.9
52.0,Tiempo completo,Indefinido escrito,15778.4
54.0,Tiempo completo,Indefinido escrito,52314.2
42.0,Tiempo completo,Indefinido escrito,10431.1
96.0,Tiempo completo,Indefinido escrito,23115.4
26.0,Tiempo completo,Indefinido escrito,16846.2
35.0,Tiempo completo,Indefinido escrito,26107.9
93.0,Tiempo completo,Indefinido escrito,18843.3
51.0,Tiempo completo,Indefinido escrito,16131.1
54.0,Tiempo completo,Indefinido escrito,37833.4
72.0,Tiempo completo,Indefinido escrito,29855.1
32.0,Tiempo completo,Indefinido escrito,27495.1
91.0,Tiempo parcial,Indefinido escrito,12537.2
91.0,Tiempo parcial,Indefinido escrito,3022.0
91.0,Tiempo parcial,Indefinido escrito,13965.6
91.0,Tiempo completo,Indefinido escrito,28665.9
91.0,Tiempo completo,Indefinido escrito,25713.74
21.0,Tiempo completo,Indefinido escrito,37873.3
22.0,Tiempo completo,Indefinido escrito,48558.8
61.0,Tiempo completo,Indefinido escrito,18175.3
41.0,Tiempo completo,Indefinido escrito,25329.6
51.0,Tiempo completo,Indefinido escrito,30277.8
91.0,Tiempo parcial,Indefinido escrito,16601.08
71.0,Tiempo completo,Indefinido escrito,20285.8
96.0,Tiempo completo,Indefinido escrito,23330.8
71.0,Tiempo completo,Indefinido escrito,21092.2
91.0,Tiempo completo,Temporal escrito,20069.23
91.0,Tiempo completo,Indefinido escrito,19372.0
34.0,Tiempo parcial,Indefinido escrito,1496.8
52.0,Tiempo completo,Indefinido escrito,18064.1
25.0,Tiempo completo,Indefinido escrito,46972.5
24.0,Tiempo completo,Indefinido escrito,41921.9
43.0,Tiempo completo,Indefinido escrito,34409.8
74.0,Tiempo completo,Indefinido escrito,0.0
13.0,Tiempo completo,Indefinido escrito,42240.6
72.0,Tiempo completo,Indefinido escrito,29605.1
53.0,Tiempo parcial,Indefinido escrito,5610.5
54.0,Tiempo completo,Indefinido escrito,66834.3
33.0,Tiempo completo,Indefinido escrito,46713.8
33.0,Tiempo completo,Indefinido escrito,37510.7
35.0,Tiempo completo,Indefinido escrito,19005.6
41.0,Tiempo completo,Indefinido escrito,16089.6
25.0,Tiempo completo,Indefinido escrito,8283.5
83.0,Tiempo completo,Indefinido escrito,26070.3
42.0,Tiempo completo,Indefinido escrito,21412.0
41.0,Tiempo completo,Indefinido escrito,21277.4
31.0,Tiempo completo,Indefinido escrito,28834.8
25.0,Tiempo completo,Indefinido escrito,30894.3
23.0,Tiempo parcial,Indefinido escrito,31311.8
22.0,Tiempo completo,Temporal escrito,28315.6
1.0,Tiempo completo,Indefinido escrito,41821.1
91.0,Tiempo parcial,Indefinido escrito,7284.9
43.0,Tiempo completo,Indefinido escrito,37611.2
25.0,Tiempo completo,Indefinido escrito,22751.6
51.0,Tiempo completo,Indefinido escrito,15594.5
21.0,Tiempo completo,Indefinido escrito,25943.0
23.0,Tiempo completo,Indefinido escrito,27575.1
22.0,Tiempo completo,Indefinido escrito,43357.0
71.0,Tiempo completo,Indefinido escrito,19448.3
41.0,Tiempo completo,Indefinido escrito,26025.9
52.0,Tiempo completo,Indefinido escrito,16631.6
21.0,Tiempo completo,Indefinido escrito,38530.0
41.0,Tiempo completo,Indefinido escrito,26873.1
32.0,Tiempo completo,Indefinido escrito,23078.6
73.0,Tiempo completo,Indefinido escrito,24427.1
41.0,Tiempo completo,Indefinido escrito,4566.3
26.0,Tiempo completo,Indefinido escrito,32371.2
91.0,Tiempo parcial,Indefinido escrito,4800.0
43.0,Tiempo parcial,Indefinido escrito,20386.6
33.0,Tiempo completo,Indefinido escrito,85551.8
24.0,Tiempo completo,Temporal escrito,22096.5
32.0,Tiempo completo,Indefinido escrito,24224.4
41.0,Tiempo parcial,Temporal escrito,11085.26
52.0,Tiempo parcial,Temporal escrito,0.0
41.0,Tiempo completo,Indefinido escrito,29024.8
51.0,Tiempo completo,Indefinido escrito,14421.2
21.0,Tiempo completo,Temporal escrito,13392.92
33.0,Tiempo completo,Indefinido escrito,15121.3
21.0,Tiempo completo,Indefinido escrito,62138.1
51.0,Tiempo parcial,Indefinido escrito,7232.2
35.0,Tiempo completo,Temporal escrito,12945.8
33.0,Tiempo completo,Indefinido escrito,44788.6
41.0,Tiempo completo,Indefinido escrito,25291.8
26.0,Tiempo completo,Indefinido escrito,17234.51
42.0,Tiempo completo,Indefinido escrito,16187.5
33.0,Tiempo parcial,Indefinido escrito,40756.3
91.0,Tiempo completo,Indefinido escrito,16569.0
31.0,Tiempo parcial,Indefinido escrito,12201.4
54.0,Tiempo completo,Temporal escrito,4173.5
2.0,Tiempo completo,Indefinido escrito,44374.6
26.0,Tiempo completo,Indefinido escrito,15598.4
54.0,Tiempo completo,Indefinido escrito,32279.2
51.0,Tiempo parcial,Indefinido escrito,13192.8
25.0,Tiempo completo,Indefinido escrito,49442.1
42.0,Tiempo completo,Indefinido escrito,23918.0
91.0,Tiempo completo,Indefinido escrito,10956.8
24.0,Tiempo completo,Indefinido escrito,49028.7
94.0,Tiempo completo,Indefinido escrito,13517.5
93.0,Tiempo parcial,Indefinido escrito,8422.3
42.0,Tiempo completo,Indefinido escrito,15605.8
51.0,Tiempo completo,Indefinido escrito,15111.5
33.0,Tiempo completo,,19647.4
24.0,Tiempo completo,Indefinido escrito,31181.7
25.0,Tiempo completo,Indefinido escrito,39169.7
52.0,Tiempo completo,Indefinido escrito,27922.7
35.0,Tiempo completo,Indefinido escrito,18741.9
23.0,Tiempo completo,Indefinido escrito,33267.8
32.0,Tiempo completo,Indefinido escrito,29037.4
73.0,Tiempo completo,Indefinido escrito,21355.7
23.0,Tiempo completo,Indefinido escrito,51715.2
31.0,Tiempo completo,Indefinido escrito,23121.3
21.0,Tiempo completo,Temporal escrito,17320.9
52.0,Tiempo parcial,Temporal escrito,3906.8
25.0,Tiempo completo,Indefinido escrito,10769.0
71.0,Tiempo completo,Indefinido escrito,19977.8
41.0,Tiempo completo,Indefinido escrito,39084.0
12.0,Tiempo completo,Indefinido escrito,17389.2
23.0,Tiempo completo,Indefinido escrito,26963.0
34.0,Tiempo completo,Indefinido escrito,27148.1
54.0,Tiempo completo,Indefinido escrito,736.9
34.0,Tiempo parcial,Indefinido escrito,7786.5
43.0,Tiempo completo,Indefinido escrito,11385.2
54.0,Tiempo completo,Indefinido escrito,35051.8
41.0,Tiempo completo,Temporal escrito,19187.1
52.0,Tiempo completo,Indefinido escrito,24611.3
91.0,Tiempo completo,Indefinido escrito,24865.42
51.0,Tiempo parcial,Temporal escrito,19053.0
72.0,Tiempo completo,Indefinido escrito,16533.6
12.0,Tiempo completo,Indefinido escrito,52658.2
54.0,Tiempo completo,Indefinido escrito,24791.2
52.0,Tiempo completo,Indefinido escrito,5621.7
93.0,Tiempo completo,Indefinido escrito,3358.3
22.0,Tiempo completo,Indefinido escrito,73900.2
52.0,Tiempo completo,Indefinido escrito,16029.7
93.0,Tiempo completo,Indefinido escrito,17733.2
51.0,Tiempo parcial,Indefinido escrito,3061.3
74.0,Tiempo completo,Indefinido escrito,37209.8
31.0,Tiempo completo,Indefinido escrito,28742.5
24.0,Tiempo completo,Indefinido escrito,28584.0
24.0,Tiempo completo,Temporal escrito,13739.5
91.0,Tiempo completo,Indefinido escrito,6035.6
42.0,Tiempo completo,Indefinido escrito,32278.1
91.0,Tiempo parcial,Temporal escrito,20301.88
54.0,Tiempo parcial,Temporal escrito,2678.7
52.0,Tiempo completo,Indefinido escrito,52986.3
12.0,Tiempo completo,Indefinido escrito,32746.1
41.0,Tiempo completo,Indefinido escrito,30246.7
23.0,Tiempo completo,Indefinido escrito,25611.9
24.0,Tiempo completo,Indefinido escrito,32668.8
22.0,Tiempo parcial,Indefinido escrito,16987.1
51.0,Tiempo completo,Indefinido escrito,13867.0
61.0,Tiempo completo,Indefinido escrito,18408.3
12.0,Tiempo completo,Indefinido escrito,49997.0
22.0,Tiempo parcial,Indefinido escrito,21082.8
93.0,Tiempo completo,Indefinido escrito,10047.9
26.0,Tiempo completo,Temporal escrito,8978.8
22.0,Tiempo completo,Temporal escrito,49692.9
42.0,Tiempo completo,Indefinido escrito,3088.4
83.0,Tiempo completo,Indefinido escrito,16441.4
21.0,Tiempo completo,Indefinido escrito,30357.2
81.0,Tiempo completo,Indefinido escrito,25682.6
22.0,Tiempo completo,Indefinido escrito,16014.2
42.0,Tiempo completo,Indefinido escrito,23739.4
43.0,Tiempo completo,Indefinido escrito,72143.6
25.0,Tiempo completo,Indefinido escrito,29558.0
21.0,Tiempo completo,Indefinido escrito,56899.7
43.0,Tiempo completo,Indefinido escrito,17091.2
51.0,Tiempo parcial,Indefinido escrito,4622.5
24.0,Tiempo completo,Indefinido escrito,27185.0
31.0,Tiempo completo,Indefinido escrito,29212.2
41.0,Tiempo completo,Indefinido escrito,49534.7
42.0,Tiempo completo,Indefinido escrito,26636.8
82.0,Tiempo completo,Indefinido escrito,14764.3
51.0,Tiempo completo,Indefinido escrito,17841.54
25.0,Tiempo completo,Indefinido escrito,34016.1
23.0,Tiempo completo,Indefinido escrito,24276.71
33.0,Tiempo completo,Indefinido escrito,39458.9
24.0,Tiempo completo,Indefinido escrito,45269.8
94.0,Tiempo parcial,Indefinido escrito,8270.8
41.0,Tiempo completo,Indefinido escrito,21504.5
42.0,Tiempo completo,Indefinido escrito,30237.9
94.0,Tiempo parcial,Indefinido escrito,7922.4
21.0,Tiempo completo,Indefinido escrito,28381.4
41.0,Tiempo completo,Indefinido escrito,26768.3
93.0,Tiempo completo,Temporal escrito,12506.6
52.0,Tiempo parcial,Indefinido escrito,18389.8
12.0,Tiempo completo,Indefinido escrito,52354.7
21.0,Tiempo completo,Indefinido escrito,42854.3
42.0,Tiempo completo,Indefinido escrito,30506.8
25.0,Tiempo completo,Indefinido escrito,50436.5
31.0,Tiempo completo,Indefinido escrito,21701.28
32.0,Tiempo completo,Indefinido escrito,20182.0
33.0,Tiempo completo,Indefinido escrito,27316.7
41.0,Tiempo completo,Indefinido escrito,17905.4
22.0,Tiempo parcial,Temporal escrito,2725.8
61.0,Tiempo parcial,Indefinido escrito,11116.2
52.0,Tiempo completo,Indefinido escrito,16761.5
54.0,Tiempo completo,Indefinido escrito,30504.0
24.0,Tiempo completo,Indefinido escrito,31850.5
35.0,Tiempo completo,Indefinido escrito,32244.1
13.0,Tiempo completo,Indefinido escrito,152653.5
93.0,Tiempo completo,Indefinido escrito,13072.7
26.0,Tiempo parcial,Indefinido escrito,24590.2
51.0,Tiempo completo,Indefinido escrito,28994.1
31.0,Tiempo completo,Indefinido escrito,19837.6
53.0,Tiempo parcial,,19969.76
21.0,Tiempo completo,Indefinido escrito,30021.6
32.0,Tiempo completo,Indefinido escrito,21655.9
91.0,Tiempo parcial,,12127.07
91.0,Tiempo parcial,,12000.21
53.0,Tiempo parcial,Indefinido escrito,12699.5
51.0,Tiempo completo,Indefinido escrito,17325.5
32.0,Tiempo completo,Indefinido escrito,19331.9
13.0,Tiempo completo,Indefinido escrito,44551.6
51.0,Tiempo completo,Indefinido escrito,13342.5
51.0,Tiempo completo,Indefinido escrito,18384.7
21.0,Tiempo completo,Indefinido escrito,44110.5
75.0,Tiempo completo,Indefinido escrito,17974.8
26.0,Tiempo completo,Indefinido escrito,28675.8
71.0,Tiempo completo,Indefinido escrito,17696.6
52.0,Tiempo completo,Indefinido escrito,16825.8
12.0,Tiempo completo,Indefinido escrito,58790.7
21.0,Tiempo completo,Indefinido escrito,21470.4
52.0,Tiempo completo,Indefinido escrito,14220.2
22.0,Tiempo completo,Indefinido escrito,45387.6
51.0,Tiempo completo,Indefinido escrito,20794.9
33.0,Tiempo completo,Indefinido escrito,60330.3
91.0,Tiempo completo,Indefinido escrito,6172.7
83.0,Tiempo completo,Indefinido escrito,34690.1
91.0,Tiempo completo,Indefinido escrito,11195.8
12.0,Tiempo completo,Indefinido escrito,24397.6
42.0,Tiempo completo,Indefinido escrito,22520.5
31.0,Tiempo completo,Indefinido escrito,28067.2
31.0,Tiempo completo,Indefinido escrito,50444.4
42.0,Tiempo completo,Indefinido escrito,23251.2
25.0,Tiempo completo,Indefinido escrito,38232.8
42.0,Tiempo completo,Indefinido escrito,18835.3
14.0,Tiempo completo,Indefinido escrito,34975.1
74.0,Tiempo completo,Indefinido escrito,29909.6
54.0,Tiempo completo,Indefinido escrito,22487.8
54.0,Tiempo completo,Indefinido escrito,33780.5
91.0,Tiempo completo,Indefinido escrito,22899.73
32.0,Tiempo completo,Indefinido escrito,24841.7
41.0,Tiempo parcial,Indefinido escrito,13622.2
24.0,Tiempo completo,Indefinido escrito,34596.1
33.0,Tiempo completo,Indefinido escrito,2978.3
31.0,Tiempo completo,Indefinido escrito,17605.0
71.0,Tiempo completo,Indefinido escrito,19808.7
33.0,Tiempo completo,Indefinido escrito,25585.8
42.0,Tiempo completo,Indefinido escrito,15296.6
41.0,Tiempo completo,Indefinido escrito,42576.6
14.0,Tiempo completo,Indefinido escrito,17616.4
24.0,Tiempo parcial,Indefinido escrito,21847.7
23.0,Tiempo completo,Indefinido escrito,38545.8
43.0,Tiempo completo,Indefinido escrito,20073.7
21.0,Tiempo completo,Indefinido escrito,19741.5
43.0,Tiempo completo,Indefinido escrito,37200.6
43.0,Tiempo completo,Indefinido escrito,23804.2
25.0,Tiempo completo,Indefinido escrito,38423.4
43.0,Tiempo parcial,Indefinido escrito,6544.8
12.0,Tiempo completo,Indefinido escrito,50015.5
2.0,Tiempo completo,Indefinido escrito,31161.3
14.0,Tiempo completo,Indefinido escrito,17617.8
52.0,Tiempo completo,Indefinido escrito,15915.2
43.0,Tiempo completo,Indefinido escrito,52655.4
22.0,Tiempo completo,Temporal escrito,31596.0
34.0,Tiempo completo,Temporal escrito,12003.8
26.0,Tiempo completo,Indefinido escrito,23062.03
35.0,Tiempo completo,Indefinido escrito,14961.0
43.0,Tiempo parcial,Indefinido escrito,16347.7
83.0,Tiempo completo,Indefinido escrito,30982.6
22.0,Tiempo completo,Indefinido escrito,62238.0
42.0,Tiempo completo,Indefinido escrito,21641.7
25.0,Tiempo completo,Indefinido escrito,17990.9
33.0,Tiempo completo,Indefinido escrito,42703.6
32.0,Tiempo completo,Indefinido escrito,21376.8
42.0,Tiempo completo,Indefinido escrito,15765.2
26.0,Tiempo completo,Indefinido escrito,43973.0
33.0,Tiempo completo,Indefinido escrito,43833.9
91.0,Tiempo completo,Indefinido escrito,15488.7
51.0,Tiempo completo,Indefinido escrito,14646.2
52.0,Tiempo completo,Indefinido escrito,20788.9
33.0,Tiempo completo,Indefinido escrito,35440.2
24.0,Tiempo completo,Indefinido escrito,70896.3
52.0,Tiempo parcial,Indefinido escrito,7681.0
42.0,Tiempo completo,Indefinido escrito,18585.0
21.0,Tiempo completo,Indefinido escrito,78108.7
41.0,Tiempo parcial,Indefinido escrito,7782.0
21.0,Tiempo completo,Indefinido escrito,20522.47
21.0,Tiempo completo,Indefinido escrito,28697.9
23.0,Tiempo completo,Indefinido escrito,34617.0
41.0,Tiempo completo,Indefinido escrito,31332.6
21.0,Tiempo completo,Indefinido escrito,41414.4
35.0,Tiempo completo,Indefinido escrito,41485.9
32.0,Tiempo completo,Indefinido escrito,7497.1
33.0,Tiempo completo,Indefinido escrito,20950.6
91.0,Tiempo completo,Indefinido escrito,17132.4
31.0,Tiempo completo,Indefinido escrito,21062.0
52.0,Tiempo parcial,Indefinido escrito,10488.0
26.0,Tiempo completo,Indefinido escrito,48594.4
35.0,Tiempo completo,Indefinido escrito,27753.4
21.0,Tiempo completo,Indefinido escrito,35098.9
23.0,Tiempo completo,Indefinido escrito,68040.4
21.0,Tiempo completo,Indefinido escrito,41856.4
83.0,Tiempo completo,Indefinido escrito,5147.6
91.0,Tiempo parcial,Temporal escrito,10951.6
23.0,Tiempo completo,Indefinido escrito,44332.3
24.0,Tiempo completo,Indefinido escrito,33302.3
43.0,Tiempo completo,Indefinido escrito,22877.9
35.0,Tiempo completo,Indefinido escrito,37801.6
74.0,Tiempo completo,Indefinido escrito,33747.7
94.0,Tiempo completo,Indefinido escrito,6179.4
71.0,Tiempo completo,Indefinido escrito,17657.7
21.0,Tiempo completo,Indefinido escrito,62896.2
43.0,Tiempo completo,,36362.6
33.0,Tiempo completo,Indefinido escrito,32057.6
93.0,Tiempo completo,Indefinido escrito,18573.3
52.0,Tiempo completo,Indefinido escrito,16599.6
23.0,Tiempo completo,Indefinido escrito,35380.2
41.0,Tiempo completo,Indefinido escrito,10909.8
91.0,Tiempo completo,Indefinido escrito,11933.6
22.0,Tiempo completo,Indefinido escrito,35300.5
32.0,Tiempo completo,Indefinido escrito,21226.8
52.0,Tiempo completo,Indefinido escrito,9731.8
12.0,Tiempo completo,Indefinido escrito,139513.4
21.0,Tiempo completo,Indefinido escrito,21269.3
26.0,Tiempo completo,Indefinido escrito,74005.6
14.0,Tiempo completo,Indefinido escrito,31920.5
23.0,Tiempo parcial,Temporal escrito,16894.3
42.0,Tiempo completo,Indefinido escrito,16960.8
26.0,Tiempo completo,Indefinido escrito,32668.1
22.0,Tiempo completo,Indefinido escrito,196294.1
91.0,Tiempo completo,Indefinido escrito,16397.8
94.0,Tiempo completo,Indefinido escrito,17337.5
33.0,Tiempo completo,Indefinido escrito,22887.3
23.0,Tiempo completo,Indefinido escrito,21610.5
23.0,Tiempo completo,Indefinido escrito,30446.3
34.0,Tiempo completo,Indefinido escrito,21444.1
35.0,Tiempo completo,Indefinido escrito,33436.6
81.0,Tiempo completo,Indefinido escrito,25847.7
22.0,Tiempo completo,Indefinido escrito,55298.9
23.0,Tiempo completo,Indefinido escrito,34004.7
25.0,Tiempo completo,Indefinido escrito,51757.1
13.0,Tiempo completo,Indefinido escrito,65357.5
43.0,Tiempo completo,Indefinido escrito,108674.4
41.0,Tiempo completo,Indefinido escrito,18353.4
12.0,Tiempo completo,Indefinido escrito,56482.3
41.0,Tiempo completo,Indefinido escrito,30155.9
25.0,Tiempo completo,Indefinido escrito,45230.8
42.0,Tiempo parcial,Indefinido escrito,11215.6
41.0,Tiempo completo,Indefinido escrito,21015.9
21.0,Tiempo completo,Temporal escrito,39019.0
35.0,Tiempo completo,Indefinido escrito,51967.0
91.0,Tiempo completo,Indefinido escrito,15456.7
35.0,Tiempo completo,Temporal escrito,19386.7
91.0,Tiempo completo,Indefinido escrito,16595.9
33.0,Tiempo completo,Indefinido escrito,23325.0
23.0,Tiempo completo,Indefinido escrito,37326.8
43.0,Tiempo completo,Indefinido escrito,50024.4
33.0,Tiempo completo,Indefinido escrito,16726.9
54.0,Tiempo completo,Indefinido escrito,36946.0
21.0,Tiempo completo,Indefinido escrito,20433.7
71.0,Tiempo completo,Indefinido escrito,16436.5
81.0,Tiempo completo,Indefinido escrito,42775.5
23.0,Tiempo completo,Indefinido escrito,68294.9
23.0,Tiempo completo,Temporal escrito,29461.6
71.0,Tiempo completo,Indefinido escrito,16223.7
42.0,Tiempo completo,Indefinido escrito,18645.0
51.0,Tiempo parcial,Indefinido escrito,10584.8
33.0,Tiempo completo,Indefinido escrito,34626.1
74.0,Tiempo completo,Indefinido escrito,16242.8
91.0,Tiempo completo,Indefinido escrito,30280.4
74.0,Tiempo completo,Indefinido escrito,13757.7
43.0,Tiempo completo,Indefinido escrito,46128.8
41.0,Tiempo completo,Indefinido escrito,51663.6
43.0,Tiempo completo,Indefinido escrito,13814.1
42.0,Tiempo completo,Indefinido escrito,32892.7
35.0,Tiempo completo,Indefinido escrito,20668.2
21.0,Tiempo completo,Indefinido escrito,47623.0
91.0,Tiempo completo,Indefinido escrito,15520.8
25.0,Tiempo completo,Indefinido escrito,26483.7
54.0,Tiempo parcial,Indefinido escrito,12260.0
24.0,Tiempo completo,Indefinido escrito,48093.8
42.0,Tiempo completo,Indefinido escrito,26375.6
41.0,Tiempo parcial,Indefinido escrito,11987.3
21.0,Tiempo completo,Indefinido escrito,22877.8
51.0,Tiempo completo,Indefinido escrito,15874.5
54.0,Tiempo completo,Temporal escrito,24110.5
21.0,Tiempo completo,Indefinido escrito,13904.35
51.0,Tiempo completo,Indefinido escrito,17516.3
25.0,Tiempo completo,Indefinido escrito,21933.1
34.0,Tiempo completo,Indefinido escrito,27122.5
25.0,Tiempo completo,Indefinido escrito,65821.0
41.0,Tiempo completo,Indefinido escrito,25339.0
26.0,Tiempo completo,Indefinido escrito,25634.9
32.0,Tiempo completo,Indefinido escrito,22596.6
52.0,Tiempo completo,Indefinido escrito,11910.0
91.0,Tiempo completo,Temporal escrito,12325.99
41.0,Tiempo completo,Indefinido escrito,22481.6
33.0,Tiempo completo,Indefinido escrito,72390.8
26.0,Tiempo completo,Indefinido escrito,45748.5
93.0,Tiempo completo,Indefinido escrito,21731.7
93.0,Tiempo parcial,Temporal escrito,12827.5
54.0,Tiempo completo,Indefinido escrito,34038.0
12.0,Tiempo completo,Indefinido escrito,46267.2
31.0,Tiempo completo,Indefinido escrito,20244.9
52.0,Tiempo completo,Indefinido escrito,21093.6
71.0,Tiempo completo,Indefinido escrito,23827.8
13.0,Tiempo completo,Indefinido escrito,25403.9
42.0,Tiempo completo,Indefinido escrito,14653.7
91.0,Tiempo completo,Indefinido escrito,1137.5
51.0,Tiempo completo,Indefinido escrito,17668.0
33.0,Tiempo completo,Indefinido escrito,31497.3
23.0,Tiempo parcial,Temporal escrito,28342.9
92.0,Tiempo completo,Indefinido escrito,14779.2
32.0,Tiempo completo,Indefinido escrito,16897.2
91.0,Tiempo completo,Indefinido escrito,24586.76
23.0,Tiempo completo,Indefinido escrito,37239.5
52.0,Tiempo parcial,Temporal escrito,3719.2
32.0,Tiempo completo,Indefinido escrito,18943.1
11.0,Tiempo completo,Indefinido escrito,19585.44
13.0,Tiempo completo,Indefinido escrito,53594.1
26.0,Tiempo completo,Indefinido escrito,30108.4
33.0,Tiempo completo,Indefinido escrito,30718.0
31.0,Tiempo completo,Indefinido escrito,16869.6
71.0,Tiempo completo,Indefinido escrito,15557.6
43.0,Tiempo completo,Indefinido escrito,15744.0
23.0,Tiempo completo,Indefinido escrito,35384.4
24.0,Tiempo completo,Indefinido escrito,34562.8
83.0,Tiempo completo,Indefinido escrito,14904.6
54.0,Tiempo completo,Indefinido escrito,18376.9
42.0,Tiempo parcial,Indefinido escrito,2085.6
35.0,Tiempo completo,Indefinido escrito,27181.9
33.0,Tiempo completo,Indefinido escrito,38944.4
31.0,Tiempo completo,Indefinido escrito,24125.3
41.0,Tiempo completo,Indefinido escrito,29806.0
72.0,Tiempo completo,Temporal escrito,4375.1
32.0,Tiempo parcial,Temporal escrito,10935.5
92.0,Tiempo completo,Indefinido escrito,18324.9
31.0,Tiempo completo,Indefinido escrito,29980.4
24.0,Tiempo completo,Indefinido escrito,30312.8
25.0,Tiempo completo,Indefinido escrito,17864.0
26.0,Tiempo completo,Indefinido escrito,38870.8
33.0,Tiempo completo,Indefinido escrito,32674.5
53.0,Tiempo parcial,Indefinido escrito,6291.2
21.0,Tiempo completo,Temporal escrito,40096.7
21.0,Tiempo completo,Temporal escrito,16972.2
61.0,Tiempo completo,Indefinido escrito,21531.4
54.0,Tiempo parcial,Indefinido escrito,15439.2
23.0,Tiempo completo,Indefinido escrito,28697.9
91.0,Tiempo completo,Indefinido escrito,18075.6
51.0,Tiempo completo,Indefinido escrito,27914.4
91.0,Tiempo completo,Indefinido escrito,22757.9
33.0,Tiempo completo,Indefinido escrito,32696.7
34.0,Tiempo completo,Indefinido escrito,13159.0
34.0,Tiempo parcial,Indefinido escrito,27520.5
44.0,Tiempo completo,Indefinido escrito,20542.3
21.0,Tiempo completo,Indefinido escrito,65114.6
31.0,Tiempo completo,Indefinido escrito,18107.7
13.0,Tiempo completo,Indefinido escrito,37974.2
52.0,Tiempo completo,Indefinido escrito,18336.3
52.0,Tiempo parcial,Indefinido escrito,8663.2
75.0,Tiempo parcial,Indefinido verbal,4991.3
43.0,Tiempo completo,Indefinido escrito,16988.1
43.0,Tiempo completo,Indefinido escrito,41952.5
34.0,Tiempo parcial,Indefinido escrito,10853.1
31.0,Tiempo completo,Indefinido escrito,16491.6
91.0,Tiempo parcial,Indefinido escrito,20294.18
41.0,Tiempo completo,Indefinido escrito,35567.0
22.0,Tiempo completo,Indefinido escrito,54925.5
25.0,Tiempo completo,Indefinido escrito,48364.7
42.0,Tiempo completo,Indefinido escrito,19246.7
32.0,Tiempo completo,Temporal escrito,20945.2
24.0,Tiempo completo,Indefinido escrito,20541.8
71.0,Tiempo completo,Indefinido escrito,17019.9
35.0,Tiempo completo,Indefinido escrito,18703.3
93.0,Tiempo completo,Indefinido escrito,16105.9
51.0,Tiempo completo,Indefinido escrito,23454.4
42.0,Tiempo completo,Indefinido escrito,16841.3
23.0,Tiempo completo,Temporal escrito,25964.8
22.0,Tiempo completo,Indefinido escrito,70191.5
83.0,Tiempo completo,Indefinido escrito,8862.8
52.0,Tiempo completo,Indefinido escrito,9555.0
83.0,Tiempo completo,Indefinido escrito,18007.3
41.0,Tiempo completo,Indefinido escrito,44828.4
81.0,Tiempo completo,Indefinido escrito,23305.4
44.0,Tiempo completo,Indefinido escrito,22372.2
22.0,Tiempo completo,Indefinido escrito,27595.2
54.0,Tiempo completo,Indefinido escrito,26122.2
12.0,Tiempo completo,Indefinido escrito,40585.6
91.0,Tiempo parcial,Indefinido escrito,11227.9
26.0,Tiempo completo,Indefinido escrito,44481.7
11.0,Tiempo completo,Temporal escrito,47908.5
91.0,Tiempo parcial,Temporal escrito,12744.8
41.0,Tiempo completo,Indefinido escrito,19784.1
22.0,Tiempo completo,Indefinido escrito,26860.2
52.0,Tiempo parcial,Indefinido escrito,7470.9
25.0,Tiempo completo,Indefinido escrito,41292.9
42.0,Tiempo completo,Temporal escrito,17981.8
81.0,Tiempo completo,Indefinido escrito,24100.9
91.0,Tiempo parcial,Indefinido escrito,11390.2
