ocupacion_isco08,jornada,tipo_contrato,renta_neta_salarial
42.0,Tiempo completo,Indefinido escrito,21921.2
21.0,Tiempo completo,Indefinido escrito,30333.7
53.0,Tiempo parcial,Indefinido escrito,10669.4
41.0,Tiempo completo,Indefinido escrito,42970.0
2.0,Tiempo completo,Indefinido escrito,35585.3
43.0,Tiempo parcial,Indefinido escrito,8537.7
51.0,Tiempo completo,Indefinido escrito,16174.6
54.0,Tiempo completo,Indefinido escrito,41022.3
12.0,Tiempo completo,Indefinido escrito,49027.0
52.0,Tiempo completo,Indefinido escrito,11119.3
34.0,Tiempo completo,Indefinido escrito,19603.4
41.0,Tiempo completo,Indefinido escrito,34183.2
22.0,Tiempo completo,Indefinido escrito,24441.0
33.0,Tiempo completo,Indefinido escrito,36559.4
41.0,Tiempo completo,Indefinido escrito,27318.5
72.0,Tiempo completo,Indefinido escrito,20598.8
41.0,Tiempo completo,Indefinido escrito,13979.1
23.0,Tiempo completo,Temporal escrito,21476.9
51.0,Tiempo completo,Indefinido escrito,23246.2
23.0,Tiempo completo,Indefinido escrito,18557.9
25.0,Tiempo completo,Indefinido escrito,38961.3
42.0,Tiempo completo,Temporal escrito,25101.9
53.0,Tiempo completo,Temporal escrito,18148.1
24.0,Tiempo completo,Indefinido escrito,31090.7
42.0,Tiempo parcial,Indefinido escrito,11436.3
33.0,Tiempo completo,Indefinido escrito,24223.1
96.0,Tiempo completo,Indefinido escrito,17017.8
51.0,Tiempo completo,Indefinido escrito,16624.7
32.0,Tiempo completo,Indefinido escrito,16010.6
22.0,Tiempo completo,Indefinido escrito,35750.0
34.0,Tiempo completo,Indefinido escrito,38453.5
41.0,Tiempo completo,Indefinido verbal,21708.9
14.0,Tiempo completo,Indefinido escrito,27126.8
22.0,Tiempo completo,Temporal escrito,15911.1
41.0,Tiempo completo,Indefinido escrito,21655.4
21.0,Tiempo completo,Indefinido escrito,19209.8
53.0,Tiempo parcial,Temporal escrito,335.5
51.0,Tiempo completo,Indefinido escrito,13196.9
33.0,Tiempo completo,Indefinido escrito,58241.6
41.0,Tiempo completo,Temporal escrito,16434.9
12.0,Tiempo completo,Indefinido escrito,71978.8
33.0,Tiempo completo,Indefinido escrito,22735.8
25.0,Tiempo completo,Indefinido escrito,112206.5
54.0,Tiempo completo,Indefinido escrito,25332.7
54.0,Tiempo completo,Indefinido escrito,51768.7
42.0,Tiempo completo,Indefinido escrito,1672.0
35.0,Tiempo completo,Indefinido escrito,40544.1
22.0,Tiempo completo,Indefinido escrito,26270.4
33.0,Tiempo completo,Indefinido escrito,25927.2
23.0,Tiempo completo,Indefinido escrito,36800.9
73.0,Tiempo completo,Indefinido escrito,18150.8
91.0,Tiempo completo,Indefinido escrito,13867.9
26.0,Tiempo completo,Indefinido escrito,27514.5
91.0,Tiempo parcial,Indefinido escrito,14654.2
35.0,Tiempo completo,Indefinido escrito,28583.4
41.0,Tiempo completo,Indefinido escrito,19875.2
31.0,Tiempo completo,Indefinido escrito,751.2
91.0,Tiempo completo,Indefinido escrito,23204.5
23.0,Tiempo completo,Indefinido escrito,47761.4
23.0,Tiempo parcial,Indefinido escrito,3929.6
53.0,Tiempo completo,Indefinido escrito,14879.9
32.0,Tiempo completo,Indefinido escrito,14256.9
33.0,Tiempo parcial,Indefinido escrito,15869.7
33.0,Tiempo completo,Indefinido escrito,18313.5
52.0,Tiempo completo,Indefinido escrito,15700.8
91.0,Tiempo parcial,Indefinido escrito,17273.26
42.0,Tiempo completo,Indefinido escrito,26423.4
41.0,Tiempo completo,Indefinido escrito,15708.9
51.0,Tiempo completo,Indefinido escrito,14347.3
91.0,Tiempo parcial,Indefinido escrito,7296.2
51.0,Tiempo completo,Indefinido escrito,15321.9
21.0,Tiempo completo,Indefinido escrito,36562.8
33.0,Tiempo completo,Indefinido escrito,13306.6
32.0,Tiempo completo,Indefinido escrito,30029.5
25.0,Tiempo completo,Indefinido escrito,39040.5
35.0,Tiempo completo,Indefinido escrito,26700.8
75.0,Tiempo completo,Indefinido escrito,18518.3
51.0,Tiempo completo,Temporal escrito,2964.1
23.0,Tiempo completo,Temporal escrito,32372.5
35.0,Tiempo completo,Indefinido escrito,18142.2
43.0,Tiempo parcial,Indefinido escrito,18816.8
21.0,Tiempo completo,Indefinido escrito,30050.1
33.0,Tiempo completo,Indefinido escrito,2183.7
74.0,Tiempo completo,Indefinido escrito,25250.7
91.0,Tiempo parcial,Indefinido escrito,7604.8
23.0,Tiempo completo,Indefinido escrito,36384.5
81.0,Tiempo parcial,Indefinido escrito,5149.9
31.0,Tiempo completo,Indefinido escrito,21020.3
83.0,Tiempo completo,Indefinido escrito,17675.6
52.0,Tiempo parcial,Indefinido escrito,8327.0
91.0,Tiempo completo,Indefinido escrito,23174.19
43.0,Tiempo completo,Indefinido escrito,39032.0
26.0,Tiempo parcial,Temporal escrito,58374.0
26.0,Tiempo completo,Indefinido escrito,23581.3
52.0,Tiempo completo,Indefinido escrito,16753.6
31.0,Tiempo completo,Indefinido escrito,31534.1
23.0,Tiempo completo,Indefinido escrito,35872.9
74.0,Tiempo completo,Indefinido escrito,30608.6
25.0,Tiempo completo,Indefinido escrito,28475.9
41.0,Tiempo completo,Indefinido escrito,36329.5
26.0,Tiempo completo,Indefinido escrito,14188.9
42.0,Tiempo completo,Indefinido escrito,14384.3
23.0,Tiempo completo,Indefinido escrito,25895.1
54.0,Tiempo completo,Indefinido escrito,25552.5
54.0,Tiempo completo,Indefinido escrito,28434.2
42.0,Tiempo parcial,Indefinido escrito,18280.6
21.0,Tiempo completo,Indefinido escrito,64652.3
33.0,Tiempo completo,Indefinido escrito,24885.3
21.0,Tiempo completo,Indefinido escrito,46047.8
83.0,Tiempo completo,Indefinido escrito,20086.5
35.0,Tiempo completo,Indefinido escrito,26641.1
51.0,Tiempo parcial,Temporal escrito,1460.9
71.0,Tiempo completo,Indefinido escrito,20523.7
23.0,Tiempo completo,Indefinido escrito,29372.5
51.0,Tiempo completo,Indefinido escrito,7171.1
25.0,Tiempo completo,Indefinido escrito,36300.7
82.0,Tiempo completo,Indefinido escrito,20114.2
42.0,Tiempo completo,Indefinido escrito,20039.1
91.0,Tiempo parcial,Indefinido escrito,8844.8
81.0,Tiempo completo,Indefinido escrito,15539.7
42.0,Tiempo completo,Indefinido escrito,19176.5
32.0,Tiempo completo,Indefinido escrito,25510.3
25.0,Tiempo parcial,Indefinido escrito,25557.8
22.0,Tiempo completo,Indefinido escrito,26540.7
41.0,Tiempo completo,Indefinido escrito,51004.9
25.0,Tiempo completo,Indefinido escrito,34935.5
42.0,Tiempo completo,Indefinido escrito,21928.9
23.0,Tiempo completo,Indefinido escrito,15299.0
25.0,Tiempo completo,Indefinido escrito,29297.1
53.0,Tiempo parcial,Indefinido escrito,0.0
91.0,Tiempo completo,Indefinido escrito,19091.9
21.0,Tiempo completo,Indefinido escrito,43330.2
51.0,Tiempo completo,Indefinido escrito,15167.4
25.0,Tiempo completo,Indefinido escrito,29383.0
82.0,Tiempo completo,Indefinido escrito,17909.1
96.0,Tiempo completo,Indefinido escrito,24724.1
91.0,Tiempo parcial,Indefinido escrito,11937.85
42.0,Tiempo parcial,Indefinido escrito,11144.5
33.0,Tiempo completo,Indefinido escrito,18928.6
23.0,Tiempo completo,Indefinido escrito,19886.9
41.0,Tiempo completo,Indefinido escrito,25873.1
72.0,Tiempo completo,Indefinido escrito,30964.6
26.0,Tiempo completo,Temporal escrito,30871.8
42.0,Tiempo parcial,Indefinido escrito,28920.7
32.0,Tiempo parcial,Indefinido escrito,9176.4
22.0,Tiempo completo,Indefinido escrito,35175.8
33.0,Tiempo completo,Indefinido escrito,37127.9
83.0,Tiempo completo,Indefinido escrito,17258.2
14.0,Tiempo completo,Indefinido escrito,38740.9
32.0,Tiempo completo,Indefinido escrito,22059.2
26.0,Tiempo completo,Indefinido escrito,18881.6
32.0,Tiempo completo,Indefinido escrito,9218.7
23.0,Tiempo completo,Indefinido escrito,35986.6
51.0,Tiempo parcial,Temporal escrito,1659.4
73.0,Tiempo completo,Indefinido escrito,26647.9
23.0,Tiempo completo,Indefinido escrito,9740.4
25.0,Tiempo completo,Indefinido escrito,47255.5
41.0,Tiempo completo,Indefinido escrito,36527.2
72.0,Tiempo completo,Indefinido escrito,25552.9
23.0,Tiempo parcial,Indefinido escrito,39752.9
12.0,Tiempo completo,,19041.08
52.0,Tiempo parcial,Indefinido escrito,7905.3
35.0,Tiempo completo,Indefinido escrito,33341.2
91.0,Tiempo completo,Indefinido escrito,14903.4
52.0,Tiempo completo,Indefinido escrito,30248.0
61.0,Tiempo completo,Temporal escrito,7680.6
51.0,Tiempo completo,Indefinido escrito,16377.2
24.0,Tiempo completo,Indefinido escrito,36266.5
26.0,Tiempo completo,Indefinido escrito,20548.7
42.0,Tiempo completo,Indefinido escrito,20389.9
54.0,Tiempo completo,Indefinido escrito,19204.3
23.0,Tiempo completo,Indefinido escrito,32766.4
34.0,Tiempo parcial,Indefinido escrito,4503.5
32.0,Tiempo completo,Indefinido escrito,3787.9
34.0,Tiempo completo,Indefinido escrito,16739.2
33.0,Tiempo completo,Indefinido escrito,14481.6
93.0,Tiempo completo,Indefinido escrito,10183.6
43.0,Tiempo completo,Indefinido escrito,27080.1
12.0,Tiempo completo,Indefinido escrito,88618.4
54.0,Tiempo completo,Indefinido escrito,33495.9
12.0,Tiempo completo,Indefinido escrito,24630.6
26.0,Tiempo completo,Indefinido escrito,37156.7
35.0,Tiempo completo,Indefinido escrito,22790.8
34.0,Tiempo completo,Indefinido escrito,15358.1
21.0,Tiempo completo,Indefinido escrito,28768.2
93.0,Tiempo completo,Indefinido escrito,28132.3
91.0,Tiempo parcial,Indefinido escrito,2373.1
91.0,Tiempo parcial,Temporal escrito,10514.4
35.0,Tiempo completo,Indefinido escrito,23531.8
23.0,Tiempo completo,Temporal escrito,6730.5
32.0,Tiempo parcial,Temporal escrito,15268.7
43.0,Tiempo completo,Indefinido escrito,30002.4
43.0,Tiempo parcial,Indefinido escrito,14917.5
51.0,Tiempo completo,Indefinido escrito,14641.1
42.0,Tiempo completo,Indefinido escrito,28205.1
21.0,Tiempo completo,Indefinido escrito,23643.3
44.0,Tiempo completo,Indefinido escrito,17005.0
24.0,Tiempo completo,Indefinido escrito,76612.9
91.0,Tiempo parcial,Indefinido escrito,11719.93
52.0,Tiempo completo,Indefinido escrito,10468.7
93.0,Tiempo parcial,Temporal escrito,17044.58
35.0,Tiempo completo,Indefinido escrito,20838.5
41.0,Tiempo completo,Indefinido escrito,16543.2
35.0,Tiempo completo,Indefinido escrito,19922.0
33.0,Tiempo completo,Indefinido escrito,48894.5
52.0,Tiempo parcial,Indefinido escrito,11468.2
22.0,Tiempo completo,Indefinido escrito,37891.8
26.0,Tiempo completo,Indefinido escrito,66596.8
32.0,Tiempo completo,Indefinido escrito,24273.8
25.0,Tiempo completo,Indefinido escrito,57966.4
74.0,Tiempo completo,Indefinido escrito,37090.7
35.0,Tiempo completo,Indefinido escrito,15388.8
24.0,Tiempo completo,Indefinido escrito,32465.9
42.0,Tiempo completo,Indefinido escrito,23833.5
12.0,Tiempo completo,Indefinido escrito,82026.8
22.0,Tiempo completo,Temporal escrito,27749.9
21.0,Tiempo completo,Indefinido escrito,22369.1
54.0,Tiempo parcial,Indefinido escrito,15328.6
33.0,Tiempo completo,Indefinido escrito,53566.6
72.0,Tiempo completo,Indefinido escrito,31181.0
34.0,Tiempo completo,Temporal escrito,8359.1
33.0,Tiempo completo,Indefinido escrito,37249.5
24.0,Tiempo completo,Indefinido escrito,27727.6
81.0,Tiempo completo,Indefinido escrito,26631.5
41.0,Tiempo completo,Indefinido escrito,14281.3
32.0,Tiempo completo,Temporal escrito,6404.3
42.0,Tiempo completo,Indefinido escrito,7841.4
93.0,Tiempo completo,Temporal escrito,14457.0
22.0,Tiempo completo,Indefinido escrito,36935.0
21.0,Tiempo completo,Indefinido escrito,60184.7
83.0,Tiempo completo,Indefinido escrito,34204.1
35.0,Tiempo completo,Indefinido escrito,27234.8
61.0,Tiempo completo,Indefinido escrito,19759.4
71.0,Tiempo completo,Indefinido escrito,7759.9
51.0,Tiempo completo,Indefinido escrito,19580.5
71.0,Tiempo completo,Indefinido escrito,17537.3
33.0,Tiempo completo,Indefinido escrito,24522.2
33.0,Tiempo completo,Indefinido escrito,20530.0
35.0,Tiempo completo,Indefinido escrito,34347.3
53.0,Tiempo parcial,Temporal escrito,3268.4
31.0,Tiempo completo,Indefinido escrito,32411.8
23.0,Tiempo completo,Indefinido escrito,21694.9
33.0,Tiempo completo,Indefinido escrito,27510.8
81.0,Tiempo completo,Indefinido escrito,44707.0
42.0,Tiempo completo,Indefinido escrito,14415.3
12.0,Tiempo completo,Indefinido escrito,47920.8
25.0,Tiempo completo,Indefinido escrito,43984.7
51.0,Tiempo parcial,Indefinido escrito,0.0
91.0,Tiempo parcial,Indefinido escrito,6600.0
41.0,Tiempo completo,Indefinido escrito,22137.0
75.0,Tiempo completo,Indefinido escrito,16924.4
72.0,Tiempo completo,Indefinido escrito,27475.3
26.0,Tiempo parcial,Indefinido escrito,6154.1
81.0,Tiempo completo,Indefinido escrito,17616.9
54.0,Tiempo completo,Indefinido escrito,38184.2
53.0,Tiempo parcial,Indefinido escrito,2924.0
32.0,Tiempo completo,Indefinido escrito,27132.2
52.0,Tiempo completo,Indefinido escrito,13628.3
42.0,Tiempo completo,Indefinido escrito,21700.1
25.0,Tiempo completo,Indefinido escrito,41442.8
71.0,Tiempo completo,Indefinido escrito,12767.7
21.0,Tiempo completo,Indefinido escrito,34381.7
33.0,Tiempo completo,Indefinido escrito,59603.1
52.0,Tiempo completo,Indefinido escrito,17388.9
81.0,Tiempo completo,Indefinido escrito,18340.4
52.0,Tiempo completo,Indefinido escrito,18192.7
83.0,Tiempo completo,Indefinido escrito,26873.4
52.0,Tiempo parcial,Indefinido escrito,12350.0
93.0,Tiempo completo,Indefinido escrito,16095.7
23.0,Tiempo completo,Indefinido escrito,14900.1
51.0,Tiempo parcial,Indefinido escrito,3391.0
52.0,Tiempo completo,Indefinido escrito,16659.0
21.0,Tiempo completo,Indefinido escrito,54090.8
24.0,Tiempo completo,Indefinido escrito,20862.5
61.0,Tiempo completo,Indefinido escrito,20204.9
25.0,Tiempo completo,Indefinido escrito,72421.3
91.0,Tiempo completo,Indefinido escrito,11228.1
51.0,Tiempo completo,Indefinido escrito,24742.5
93.0,Tiempo completo,Indefinido escrito,41944.1
96.0,Tiempo completo,Indefinido escrito,23900.9
42.0,Tiempo completo,Indefinido escrito,15364.8
26.0,Tiempo completo,Indefinido escrito,43444.4
24.0,Tiempo completo,Indefinido escrito,14940.8
41.0,Tiempo parcial,Indefinido escrito,20865.6
43.0,Tiempo completo,Indefinido escrito,25422.3
42.0,Tiempo completo,Indefinido escrito,14837.3
22.0,Tiempo completo,Indefinido escrito,61959.5
83.0,Tiempo completo,Indefinido escrito,16812.2
41.0,Tiempo completo,Indefinido escrito,20216.7
21.0,Tiempo completo,Indefinido escrito,20284.6
51.0,Tiempo parcial,Indefinido escrito,1859.9
22.0,Tiempo completo,Indefinido escrito,15667.01
43.0,Tiempo completo,Indefinido escrito,32771.9
33.0,Tiempo completo,Indefinido escrito,46536.9
54.0,Tiempo completo,Indefinido escrito,15043.1
34.0,Tiempo completo,Indefinido escrito,27263.5
52.0,Tiempo completo,Indefinido escrito,15515.6
91.0,Tiempo completo,Temporal escrito,17455.8
43.0,Tiempo completo,Temporal escrito,32510.9
42.0,Tiempo completo,Indefinido escrito,34546.0
54.0,Tiempo completo,Indefinido escrito,19845.5
35.0,Tiempo completo,Indefinido escrito,2768.0
41.0,Tiempo completo,Indefinido escrito,17966.7
35.0,Tiempo completo,Indefinido escrito,31450.9
42.0,Tiempo completo,Indefinido escrito,14581.7
25.0,Tiempo completo,Indefinido escrito,14446.13
21.0,Tiempo completo,Indefinido escrito,32312.1
3.0,Tiempo completo,Temporal escrito,19693.1
25.0,Tiempo completo,Indefinido escrito,47194.5
52.0,Tiempo completo,Indefinido escrito,41611.9
43.0,Tiempo completo,Indefinido escrito,46855.7
75.0,Tiempo completo,Indefinido escrito,15046.9
12.0,Tiempo completo,Indefinido escrito,23244.1
41.0,Tiempo completo,Indefinido escrito,22767.9
24.0,Tiempo completo,Indefinido escrito,33144.9
32.0,Tiempo completo,Temporal escrito,4920.0
53.0,Tiempo parcial,Indefinido escrito,8844.9
26.0,Tiempo completo,Indefinido escrito,34862.3
51.0,Tiempo completo,Indefinido escrito,10458.2
52.0,Tiempo completo,Indefinido escrito,16889.7
23.0,Tiempo completo,Indefinido escrito,22500.3
71.0,Tiempo completo,Indefinido escrito,23718.4
21.0,Tiempo completo,Indefinido escrito,37883.0
75.0,Tiempo completo,Indefinido escrito,18746.8
11.0,Tiempo completo,,60206.6
35.0,Tiempo completo,Indefinido escrito,34097.6
21.0,Tiempo completo,Indefinido escrito,37685.5
51.0,Tiempo completo,Indefinido escrito,15154.0
72.0,Tiempo completo,Indefinido escrito,21620.5
83.0,Tiempo completo,Indefinido escrito,7050.9
52.0,Tiempo completo,Indefinido escrito,17543.8
93.0,Tiempo completo,Indefinido escrito,14773.8
52.0,Tiempo parcial,Indefinido escrito,13246.3
25.0,Tiempo completo,Indefinido escrito,38647.5
41.0,Tiempo parcial,Indefinido escrito,7366.5
33.0,Tiempo completo,Indefinido escrito,25541.0
12.0,Tiempo completo,Indefinido escrito,9661.1
83.0,Tiempo completo,Indefinido escrito,22782.3
51.0,Tiempo completo,Indefinido escrito,19450.8
33.0,Tiempo completo,Indefinido escrito,14216.51
43.0,Tiempo completo,Indefinido escrito,15450.1
72.0,Tiempo completo,Indefinido escrito,16586.7
43.0,Tiempo completo,Indefinido escrito,30323.2
35.0,Tiempo completo,Indefinido escrito,21097.0
22.0,Tiempo parcial,Temporal escrito,21719.3
24.0,Tiempo completo,Indefinido escrito,52452.4
26.0,Tiempo completo,Indefinido escrito,28840.7
91.0,Tiempo parcial,Temporal escrito,10713.87
21.0,Tiempo completo,Indefinido escrito,66941.5
22.0,Tiempo completo,Indefinido escrito,2806.1
43.0,Tiempo completo,Indefinido escrito,37046.9
24.0,Tiempo completo,Indefinido escrito,19721.7
33.0,Tiempo completo,Indefinido escrito,36909.4
94.0,Tiempo completo,Indefinido escrito,14522.8
12.0,Tiempo completo,Indefinido escrito,38002.1
32.0,Tiempo completo,Indefinido escrito,58301.6
23.0,Tiempo completo,Indefinido escrito,28130.8
33.0,Tiempo completo,Temporal escrito,16495.1
75.0,Tiempo completo,Indefinido escrito,10740.9
93.0,Tiempo parcial,Temporal escrito,9574.6
35.0,Tiempo completo,Indefinido escrito,21697.1
22.0,Tiempo completo,Temporal escrito,27850.8
51.0,Tiempo completo,Indefinido escrito,6563.1
52.0,Tiempo completo,Indefinido escrito,19772.6
31.0,Tiempo completo,Indefinido escrito,66534.2
41.0,Tiempo completo,Indefinido escrito,21830.8
42.0,Tiempo completo,Indefinido escrito,19020.2
21.0,Tiempo completo,Indefinido escrito,50183.2
31.0,Tiempo completo,Indefinido escrito,128230.8
42.0,Tiempo completo,Indefinido escrito,20611.7
54.0,Tiempo completo,Indefinido escrito,22403.9
24.0,Tiempo completo,Indefinido escrito,5861.4
35.0,Tiempo completo,Indefinido escrito,30366.0
23.0,Tiempo completo,Indefinido escrito,30733.3
31.0,Tiempo completo,Indefinido escrito,33330.6
51.0,Tiempo completo,Temporal escrito,9038.1
22.0,Tiempo completo,Indefinido escrito,28896.7
91.0,Tiempo completo,Indefinido escrito,23438.68
33.0,Tiempo completo,Indefinido escrito,16810.9
71.0,Tiempo completo,Indefinido escrito,23583.4
26.0,Tiempo completo,Indefinido escrito,50859.2
33.0,Tiempo parcial,Indefinido escrito,20972.2
32.0,Tiempo completo,Temporal escrito,19519.4
32.0,Tiempo parcial,Indefinido escrito,16170.8
51.0,Tiempo completo,Indefinido escrito,15562.2
42.0,Tiempo completo,Indefinido escrito,30009.1
35.0,Tiempo completo,Indefinido escrito,15599.2
82.0,Tiempo completo,Indefinido escrito,27342.4
23.0,Tiempo completo,Indefinido escrito,26059.0
12.0,Tiempo completo,Indefinido escrito,28325.7
42.0,Tiempo completo,Indefinido escrito,22945.1
72.0,Tiempo completo,Indefinido escrito,17697.45
41.0,Tiempo completo,Indefinido escrito,42605.4
34.0,Tiempo completo,Indefinido escrito,22362.8
32.0,Tiempo completo,Indefinido escrito,30608.8
22.0,Tiempo parcial,Indefinido escrito,18917.5
23.0,Tiempo completo,Indefinido escrito,21670.4
35.0,Tiempo completo,Indefinido escrito,47455.7
21.0,Tiempo completo,Indefinido escrito,30031.4
33.0,Tiempo completo,Indefinido escrito,19052.6
11.0,Tiempo completo,Indefinido escrito,67925.9
12.0,Tiempo completo,Indefinido escrito,65240.5
33.0,Tiempo completo,Temporal escrito,7612.4
72.0,Tiempo parcial,Indefinido escrito,14731.0
41.0,Tiempo completo,Indefinido escrito,26637.8
73.0,Tiempo completo,Indefinido escrito,25035.7
22.0,Tiempo completo,Indefinido escrito,18946.6
41.0,Tiempo completo,,30205.3
35.0,Tiempo completo,Temporal escrito,37688.5
33.0,Tiempo completo,Indefinido escrito,47318.7
51.0,Tiempo completo,Indefinido escrito,17568.8
33.0,Tiempo completo,Indefinido escrito,12229.7
74.0,Tiempo completo,Indefinido escrito,1471.1
91.0,Tiempo parcial,Indefinido escrito,9777.5
75.0,Tiempo completo,Indefinido escrito,31845.3
34.0,Tiempo completo,Indefinido escrito,17852.7
33.0,Tiempo completo,Indefinido escrito,2273.9
41.0,Tiempo completo,Indefinido escrito,10681.5
33.0,Tiempo parcial,Indefinido escrito,12669.1
26.0,Tiempo completo,Temporal escrito,26777.7
91.0,Tiempo parcial,Indefinido escrito,14968.65
43.0,Tiempo completo,Indefinido escrito,19160.8
71.0,Tiempo completo,Indefinido escrito,17120.5
23.0,Tiempo completo,Indefinido escrito,26508.8
26.0,Tiempo completo,Indefinido escrito,22776.7
43.0,Tiempo completo,Indefinido escrito,20891.9
34.0,Tiempo completo,Indefinido escrito,27646.4
74.0,Tiempo completo,Indefinido escrito,24711.3
21.0,Tiempo completo,Indefinido escrito,23758.8
11.0,Tiempo completo,Indefinido escrito,57787.6
52.0,Tiempo completo,Indefinido escrito,13673.9
54.0,Tiempo completo,Indefinido escrito,35829.0
34.0,Tiempo parcial,Indefinido escrito,5761.4
41.0,Tiempo completo,Indefinido escrito,19702.8
12.0,Tiempo completo,Indefinido escrito,42242.4
23.0,Tiempo completo,Indefinido escrito,36660.5
35.0,Tiempo completo,Indefinido escrito,20693.7
23.0,Tiempo completo,Indefinido escrito,24398.9
24.0,Tiempo completo,Indefinido escrito,54227.9
21.0,Tiempo completo,Indefinido escrito,37611.9
52.0,Tiempo parcial,Indefinido escrito,7944.4
41.0,Tiempo completo,Indefinido escrito,28002.2
12.0,Tiempo completo,Indefinido escrito,51950.8
26.0,Tiempo completo,Indefinido escrito,24882.6
43.0,Tiempo completo,Indefinido escrito,37734.9
54.0,Tiempo completo,Indefinido escrito,11149.9
23.0,Tiempo completo,Indefinido escrito,27187.4
91.0,Tiempo completo,Indefinido escrito,738.3
83.0,Tiempo completo,Indefinido escrito,25906.2
23.0,Tiempo parcial,Indefinido escrito,18944.7
41.0,Tiempo completo,Indefinido escrito,36641.0
3.0,Tiempo completo,Indefinido escrito,43672.9
33.0,Tiempo completo,Indefinido escrito,19044.9
23.0,Tiempo completo,Indefinido escrito,40089.5
53.0,Tiempo completo,Indefinido escrito,23760.6
73.0,Tiempo completo,Indefinido escrito,17592.2
21.0,Tiempo completo,Indefinido escrito,30876.3
41.0,Tiempo completo,Temporal escrito,22383.9
53.0,Tiempo parcial,,16943.41
93.0,Tiempo completo,Indefinido escrito,18451.9
26.0,Tiempo completo,Indefinido escrito,18870.9
35.0,Tiempo completo,Indefinido escrito,34998.9
33.0,Tiempo completo,Indefinido escrito,38662.4
52.0,Tiempo completo,Indefinido escrito,18644.9
42.0,Tiempo parcial,Indefinido escrito,30846.2
21.0,Tiempo completo,Indefinido escrito,27170.6
31.0,Tiempo completo,Indefinido escrito,24275.14
21.0,Tiempo completo,Indefinido escrito,17681.1
83.0,Tiempo completo,Indefinido escrito,21452.9
41.0,Tiempo completo,Indefinido escrito,18907.4
42.0,Tiempo completo,Indefinido escrito,11391.6
91.0,Tiempo completo,Temporal escrito,16708.8
41.0,Tiempo completo,Temporal escrito,30158.9
24.0,Tiempo completo,Temporal escrito,528.5
51.0,Tiempo completo,Indefinido escrito,18410.4
41.0,Tiempo parcial,Indefinido escrito,25437.7
41.0,Tiempo completo,Indefinido escrito,14725.6
35.0,Tiempo completo,Indefinido escrito,53507.7
31.0,Tiempo completo,Indefinido escrito,21160.3
51.0,Tiempo completo,Indefinido escrito,19005.3
41.0,Tiempo completo,Indefinido escrito,19484.2
23.0,Tiempo parcial,Temporal escrito,217.5
35.0,Tiempo completo,Indefinido escrito,15297.3
31.0,Tiempo completo,Indefinido escrito,22502.5
23.0,Tiempo parcial,Temporal escrito,11674.1
41.0,Tiempo completo,Indefinido escrito,22633.6
35.0,Tiempo completo,Indefinido escrito,25723.15
41.0,Tiempo completo,Indefinido escrito,21999.2
21.0,Tiempo completo,Indefinido escrito,42759.7
43.0,Tiempo completo,Indefinido escrito,28875.2
71.0,Tiempo completo,Indefinido escrito,19456.4
33.0,Tiempo completo,Indefinido escrito,50723.9
51.0,Tiempo completo,Indefinido escrito,11568.7
24.0,Tiempo completo,Indefinido escrito,74548.7
91.0,Tiempo parcial,Indefinido escrito,8255.1
32.0,Tiempo parcial,Indefinido escrito,13982.5
12.0,Tiempo completo,Indefinido escrito,41238.0
72.0,Tiempo completo,Indefinido escrito,7376.8
32.0,Tiempo completo,Indefinido escrito,17843.9
14.0,Tiempo completo,Indefinido escrito,56171.2
53.0,Tiempo parcial,Indefinido escrito,1547.3
41.0,Tiempo completo,Indefinido escrito,23420.0
54.0,Tiempo completo,Indefinido escrito,43261.6
22.0,Tiempo completo,Temporal escrito,62662.4
25.0,Tiempo completo,Indefinido escrito,30452.4
23.0,Tiempo completo,Temporal escrito,8405.3
51.0,Tiempo completo,Indefinido escrito,15770.3
35.0,Tiempo completo,Indefinido escrito,27335.0
25.0,Tiempo completo,Indefinido escrito,44439.6
35.0,Tiempo completo,Indefinido escrito,23440.0
12.0,Tiempo completo,Indefinido escrito,26611.4
43.0,Tiempo completo,Indefinido escrito,26435.08
71.0,Tiempo completo,Indefinido escrito,16919.6
24.0,Tiempo completo,Indefinido escrito,28475.2
51.0,Tiempo completo,Indefinido escrito,15875.3
23.0,Tiempo completo,Indefinido escrito,31107.1
91.0,Tiempo completo,Indefinido escrito,9633.6
83.0,Tiempo completo,Indefinido escrito,16101.6
54.0,Tiempo completo,Indefinido escrito,35391.9
83.0,Tiempo completo,Indefinido escrito,22784.2
52.0,Tiempo completo,Indefinido escrito,5393.6
42.0,Tiempo completo,Indefinido escrito,24501.2
26.0,Tiempo completo,Indefinido escrito,11154.3
22.0,Tiempo completo,Temporal escrito,13139.2
43.0,Tiempo completo,Indefinido escrito,63278.3
93.0,Tiempo parcial,Indefinido escrito,17100.2
33.0,Tiempo completo,Indefinido escrito,23466.9
21.0,Tiempo completo,Indefinido escrito,42005.3
43.0,Tiempo completo,Indefinido escrito,15429.4
82.0,Tiempo completo,Indefinido escrito,17322.3
93.0,Tiempo completo,Indefinido escrito,40837.3
91.0,Tiempo parcial,Indefinido escrito,11274.5
35.0,Tiempo completo,Indefinido escrito,19426.7
33.0,Tiempo completo,Indefinido escrito,61395.9
42.0,Tiempo completo,Indefinido escrito,26118.4
33.0,Tiempo completo,Indefinido escrito,23780.8
,Tiempo completo,Indefinido escrito,17800.9
