DB010,DB020,DB030,DB040,DB040_F,DB090,DB090_F,DB100,DB100_F
2025,ES,553,ES52,1,1778.51940,1,1,1
2025,ES,554,ES53,1,1008.31048,1,2,1
2025,ES,556,ES53,1,627.45680,1,2,1
2025,ES,557,ES53,1,538.31124,1,2,1
2025,ES,559,ES53,1,736.05074,1,2,1
2025,ES,560,ES53,1,698.58728,1,2,1
2025,ES,561,ES53,1,300.87982,1,2,1
2025,ES,564,ES53,1,466.04361,1,3,1
2025,ES,565,ES53,1,392.43822,1,3,1
2025,ES,566,ES53,1,283.90517,1,3,1
2025,ES,567,ES53,1,905.89529,1,2,1
2025,ES,568,ES53,1,469.98993,1,2,1
2025,ES,569,ES53,1,328.32523,1,2,1
2025,ES,570,ES53,1,258.03893,1,2,1
2025,ES,571,ES53,1,791.86888,1,2,1
2025,ES,572,ES53,1,292.82760,1,3,1
2025,ES,573,ES53,1,279.69426,1,3,1
2025,ES,574,ES53,1,367.02257,1,3,1
2025,ES,575,ES53,1,401.56668,1,3,1
2025,ES,577,ES53,1,1123.15488,1,3,1
2025,ES,578,ES53,1,401.56668,1,3,1
2025,ES,579,ES51,1,1938.46598,1,1,1
2025,ES,580,ES51,1,792.12383,1,1,1
2025,ES,582,ES51,1,656.08417,1,1,1
2025,ES,583,ES51,1,684.31193,1,1,1
2025,ES,584,ES51,1,488.90180,1,1,1
2025,ES,585,ES24,1,627.10644,1,1,1
2025,ES,587,ES51,1,672.70229,1,1,1
2025,ES,588,ES51,1,700.77379,1,1,1
2025,ES,589,ES51,1,761.70514,1,1,1
2025,ES,590,ES51,1,1239.37935,1,1,1
2025,ES,591,ES51,1,672.70229,1,1,1
2025,ES,592,ES51,1,672.70229,1,1,1
2025,ES,593,ES51,1,814.41434,1,1,1
2025,ES,594,ES51,1,375.56608,1,1,1
2025,ES,595,ES51,1,808.63016,1,1,1
2025,ES,596,ES51,1,597.06359,1,1,1
2025,ES,597,ES51,1,804.19206,1,2,1
2025,ES,598,ES51,1,189.63187,1,1,1
