DB010,DB020,DB030,DB040,DB040_F,DB090,DB090_F,DB100,DB100_F
2025,ES,1730,ES61,1,966.82985,1,2,1
2025,ES,1731,ES61,1,1926.47967,1,2,1
2025,ES,1733,ES61,1,2641.12452,1,2,1
2025,ES,1734,ES61,1,1419.13976,1,3,1
2025,ES,1735,ES61,1,305.63359,1,2,1
2025,ES,1736,ES61,1,2279.32352,1,1,1
2025,ES,1737,ES61,1,315.72994,1,1,1
2025,ES,1738,ES61,1,1569.42063,1,1,1
2025,ES,1739,ES61,1,1057.86495,1,1,1
2025,ES,1740,ES61,1,1454.89618,1,1,1
2025,ES,1741,ES61,1,413.02021,1,1,1
2025,ES,1742,ES61,1,747.13547,1,1,1
2025,ES,1743,ES61,1,1065.03553,1,1,1
2025,ES,1744,ES61,1,956.03796,1,1,1
2025,ES,1745,ES61,1,3624.79118,1,1,1
2025,ES,1746,ES61,1,859.03483,1,1,1
2025,ES,1747,ES61,1,413.02021,1,1,1
2025,ES,1748,ES61,1,549.67540,1,1,1
2025,ES,1749,ES61,1,1584.32446,1,1,1
2025,ES,1750,ES61,1,595.54212,1,1,1
2025,ES,1751,ES61,1,1755.34655,1,1,1
2025,ES,1752,ES61,1,1601.50658,1,1,1
2025,ES,1753,ES61,1,1094.85180,1,1,1
2025,ES,1754,ES61,1,930.31118,1,1,1
2025,ES,1755,ES61,1,863.68630,1,1,1
2025,ES,1756,ES61,1,1090.38072,1,1,1
2025,ES,1757,ES42,1,533.33126,1,2,1
2025,ES,1759,ES42,1,1075.57088,1,2,1
2025,ES,1760,ES30,1,857.81457,1,1,1
2025,ES,1761,ES42,1,450.30650,1,2,1
2025,ES,1762,ES42,1,1089.73674,1,2,1
2025,ES,1763,ES42,1,933.59313,1,2,1
2025,ES,1764,ES42,1,520.38772,1,2,1
2025,ES,1767,ES42,1,923.87443,1,1,1
2025,ES,1768,ES42,1,3336.45100,1,1,1
2025,ES,1769,ES42,1,358.09800,1,1,1
2025,ES,1770,ES42,1,522.93129,1,1,1
2025,ES,1771,ES42,1,630.09856,1,1,1
2025,ES,1772,ES42,1,1078.99939,1,1,1
2025,ES,1773,ES42,1,666.61816,1,1,1
2025,ES,1774,ES42,1,438.91729,1,3,1
2025,ES,1776,ES42,1,2285.00097,1,3,1
2025,ES,1777,ES42,1,1965.31819,1,3,1
2025,ES,1779,ES42,1,313.23018,1,1,1
2025,ES,1780,ES42,1,314.44909,1,1,1
2025,ES,1781,ES42,1,666.61816,1,1,1
2025,ES,1782,ES42,1,1374.22942,1,1,1
2025,ES,1784,ES42,1,562.46191,1,1,1
2025,ES,1785,ES42,1,848.29329,1,1,1
2025,ES,1786,ES42,1,494.32095,1,1,1
2025,ES,1787,ES42,1,243.25355,1,1,1
2025,ES,1788,ES42,1,1145.84414,1,2,1
2025,ES,1789,ES42,1,1417.36502,1,2,1
2025,ES,1790,ES42,1,1186.40728,1,3,1
2025,ES,1791,ES42,1,1889.05086,1,1,1
2025,ES,1792,ES42,1,194.93801,1,3,1
2025,ES,1793,ES42,1,1040.00509,1,3,1
2025,ES,1794,ES42,1,1271.87431,1,3,1
2025,ES,1796,ES42,1,428.30793,1,3,1
2025,ES,1797,ES42,1,1416.26086,1,3,1
2025,ES,1798,ES42,1,2138.64958,1,3,1
2025,ES,1799,ES42,1,1458.17451,1,3,1
2025,ES,1800,ES42,1,2021.07886,1,3,1
2025,ES,1801,ES30,1,2502.66552,1,1,1
2025,ES,1802,ES42,1,877.50872,1,3,1
2025,ES,1803,ES42,1,1160.77577,1,3,1
2025,ES,1804,ES42,1,1656.94366,1,3,1
2025,ES,1805,ES42,1,924.68548,1,3,1
2025,ES,1806,ES21,1,793.87652,1,1,1
2025,ES,1807,ES21,1,940.03600,1,1,1
2025,ES,1808,ES21,1,363.49373,1,1,1
2025,ES,1809,ES21,1,1461.93189,1,2,1
2025,ES,1810,ES21,1,1123.86942,1,2,1
2025,ES,1811,ES21,1,458.89748,1,2,1
2025,ES,1812,ES21,1,768.04511,1,2,1
2025,ES,1813,ES21,1,737.54168,1,2,1
2025,ES,1814,ES21,1,501.59992,1,2,1
2025,ES,1816,ES21,1,1064.11014,1,2,1
2025,ES,1817,ES21,1,1503.07470,1,2,1
2025,ES,1818,ES21,1,2031.80481,1,2,1
2025,ES,1819,ES21,1,422.83108,1,2,1
2025,ES,1821,ES21,1,486.17810,1,2,1
2025,ES,1822,ES21,1,332.20785,1,2,1
2025,ES,1823,ES21,1,285.28653,1,2,1
2025,ES,1824,ES21,1,405.58512,1,2,1
2025,ES,1825,ES21,1,1111.49663,1,2,1
2025,ES,1826,ES21,1,688.09340,1,2,1
2025,ES,1827,ES21,1,1528.50403,1,2,1
2025,ES,1830,ES21,1,276.48025,1,2,1
2025,ES,1831,ES21,1,1235.94947,1,1,1
2025,ES,1832,ES21,1,537.67061,1,1,1
2025,ES,1833,ES21,1,452.43975,1,1,1
2025,ES,1834,ES21,1,939.13428,1,1,1
2025,ES,1835,ES21,1,236.98989,1,1,1
2025,ES,1837,ES21,1,1000.47507,1,1,1
2025,ES,1838,ES21,1,1511.46993,1,1,1
2025,ES,1839,ES21,1,340.02764,1,1,1
2025,ES,1840,ES21,1,680.17272,1,2,1
2025,ES,1841,ES21,1,1955.86436,1,2,1
2025,ES,1842,ES21,1,500.97565,1,2,1
2025,ES,1843,ES21,1,968.23232,1,2,1
2025,ES,1844,ES21,1,748.76768,1,2,1
2025,ES,1845,ES21,1,744.33474,1,2,1
2025,ES,1846,ES21,1,575.33336,1,2,1
2025,ES,1847,ES21,1,1032.76349,1,2,1
2025,ES,1848,ES21,1,537.74144,1,2,1
2025,ES,1849,ES21,1,971.25732,1,2,1
2025,ES,1850,ES21,1,695.23980,1,1,1
2025,ES,1851,ES21,1,537.67061,1,1,1
2025,ES,1852,ES21,1,1271.15095,1,1,1
2025,ES,1853,ES21,1,1448.76555,1,1,1
2025,ES,1854,ES21,1,762.20717,1,1,1
2025,ES,1855,ES21,1,932.83558,1,2,1
2025,ES,1856,ES21,1,695.99964,1,1,1
2025,ES,1857,ES21,1,906.56415,1,1,1
2025,ES,1858,ES21,1,656.56387,1,1,1
2025,ES,1859,ES21,1,1301.42023,1,1,1
2025,ES,1860,ES21,1,1269.34337,1,1,1
2025,ES,1861,ES21,1,1448.76555,1,1,1
2025,ES,1862,ES21,1,253.96372,1,1,1
2025,ES,1863,ES21,1,582.72221,1,1,1
2025,ES,1864,ES21,1,2991.60287,1,1,1
2025,ES,1865,ES21,1,807.97304,1,1,1
2025,ES,1866,ES21,1,3093.47055,1,1,1
2025,ES,1867,ES21,1,568.23843,1,1,1
2025,ES,1869,ES21,1,1301.42023,1,1,1
2025,ES,1870,ES21,1,752.17604,1,1,1
2025,ES,1871,ES21,1,523.87911,1,1,1
2025,ES,1872,ES21,1,474.25262,1,1,1
2025,ES,1874,ES21,1,509.48639,1,1,1
2025,ES,1875,ES21,1,523.58030,1,1,1
2025,ES,1876,ES21,1,610.38493,1,1,1
2025,ES,1877,ES21,1,500.63748,1,1,1
2025,ES,1878,ES21,1,1192.11901,1,1,1
2025,ES,1879,ES21,1,392.86033,1,1,1
2025,ES,1881,ES21,1,621.21059,1,1,1
2025,ES,1882,ES21,1,783.96585,1,2,1
2025,ES,1883,ES21,1,391.77754,1,2,1
2025,ES,1884,ES21,1,697.27449,1,2,1
2025,ES,1885,ES21,1,655.49274,1,2,1
2025,ES,1886,ES21,1,242.34973,1,2,1
2025,ES,1887,ES21,1,276.48025,1,2,1
2025,ES,1888,ES21,1,145.21829,1,2,1
2025,ES,1890,ES21,1,666.33453,1,2,1
2025,ES,1891,ES21,1,1174.93583,1,2,1
2025,ES,1893,ES21,1,406.00534,1,2,1
2025,ES,1894,ES21,1,269.45459,1,2,1
2025,ES,1896,ES21,1,472.06003,1,2,1
2025,ES,1897,ES21,1,471.55965,1,2,1
2025,ES,1898,ES21,1,773.90425,1,2,1
2025,ES,1900,ES21,1,695.17357,1,2,1
2025,ES,1901,ES21,1,761.04015,1,2,1
2025,ES,1902,ES21,1,536.90034,1,2,1
2025,ES,1903,ES61,1,1542.99534,1,2,1
2025,ES,1904,ES61,1,373.28056,1,2,1
2025,ES,1905,ES61,1,1213.47334,1,2,1
2025,ES,1906,ES61,1,1507.23306,1,2,1
2025,ES,1907,ES61,1,1509.68798,1,2,1
2025,ES,1908,ES61,1,1920.47301,1,2,1
2025,ES,1909,ES61,1,289.30162,1,2,1
2025,ES,1910,ES61,1,1237.53476,1,2,1
2025,ES,1911,ES61,1,1509.81461,1,2,1
2025,ES,1912,ES61,1,1618.75915,1,2,1
2025,ES,1913,ES61,1,625.22703,1,3,1
2025,ES,1914,ES61,1,1933.18639,1,3,1
2025,ES,1915,ES61,1,703.93998,1,3,1
2025,ES,1916,ES61,1,2201.05355,1,3,1
2025,ES,1917,ES61,1,1405.85425,1,3,1
2025,ES,1918,ES61,1,1920.47301,1,3,1
2025,ES,1919,ES61,1,1629.72504,1,3,1
2025,ES,1920,ES61,1,1204.14216,1,1,1
2025,ES,1921,ES61,1,2230.68618,1,2,1
2025,ES,1922,ES61,1,589.65447,1,2,1
2025,ES,1923,ES61,1,3961.27414,1,2,1
2025,ES,1924,ES61,1,1238.12899,1,2,1
2025,ES,1925,ES61,1,1141.83726,1,2,1
2025,ES,1926,ES61,1,1141.83726,1,2,1
2025,ES,1927,ES61,1,1197.45811,1,1,1
2025,ES,1928,ES61,1,1289.72886,1,1,1
2025,ES,1929,ES61,1,1529.26942,1,2,1
2025,ES,1930,ES61,1,396.17574,1,2,1
2025,ES,1931,ES61,1,893.22441,1,1,1
2025,ES,1932,ES61,1,1554.12511,1,1,1
2025,ES,1933,ES61,1,1225.61266,1,1,1
2025,ES,1934,ES61,1,1785.37809,1,1,1
2025,ES,1935,ES61,1,1119.43954,1,2,1
2025,ES,1936,ES61,1,1159.66325,1,2,1
2025,ES,1937,ES61,1,984.18944,1,2,1
2025,ES,1938,ES61,1,1464.54365,1,2,1
2025,ES,1939,ES61,1,720.42041,1,2,1
2025,ES,1940,ES61,1,1160.58251,1,2,1
2025,ES,1941,ES61,1,526.63068,1,2,1
2025,ES,1942,ES61,1,454.37954,1,2,1
2025,ES,1943,ES61,1,2283.45923,1,2,1
2025,ES,1944,ES61,1,1199.38762,1,2,1
2025,ES,1945,ES61,1,2087.91195,1,2,1
2025,ES,1946,ES61,1,848.20308,1,2,1
2025,ES,1947,ES61,1,1308.19395,1,2,1
2025,ES,1948,ES61,1,1953.60452,1,2,1
2025,ES,1949,ES61,1,1632.05754,1,2,1
2025,ES,1950,ES61,1,3855.83034,1,2,1
2025,ES,1951,ES61,1,1394.06059,1,2,1
2025,ES,1952,ES61,1,523.65082,1,1,1
2025,ES,1953,ES61,1,2981.29765,1,2,1
2025,ES,1954,ES61,1,1251.20388,1,2,1
2025,ES,1955,ES61,1,3961.27414,1,2,1
2025,ES,1956,ES61,1,1082.73873,1,2,1
2025,ES,1957,ES61,1,1454.89618,1,2,1
2025,ES,1958,ES61,1,1143.69703,1,2,1
2025,ES,1959,ES61,1,628.80803,1,2,1
2025,ES,1960,ES61,1,1254.44428,1,2,1
2025,ES,1961,ES61,1,815.31141,1,2,1
2025,ES,1962,ES61,1,320.07638,1,2,1
2025,ES,1963,ES61,1,864.75606,1,2,1
2025,ES,1964,ES61,1,1091.04070,1,2,1
2025,ES,1965,ES61,1,1012.99685,1,2,1
2025,ES,1967,ES61,1,859.03483,1,2,1
2025,ES,1969,ES61,1,859.03483,1,2,1
2025,ES,1970,ES61,1,2161.45675,1,3,1
2025,ES,1971,ES61,1,1920.47301,1,3,1
2025,ES,1972,ES61,1,815.91455,1,3,1
2025,ES,1973,ES61,1,1173.75409,1,3,1
2025,ES,1974,ES61,1,1800.65699,1,3,1
2025,ES,1975,ES61,1,1405.85425,1,3,1
2025,ES,1976,ES61,1,1381.87207,1,3,1
2025,ES,1977,ES61,1,1513.60094,1,3,1
2025,ES,1978,ES61,1,1381.87207,1,3,1
2025,ES,1979,ES61,1,5228.90921,1,3,1
2025,ES,1980,ES61,1,1409.75628,1,3,1
2025,ES,1981,ES61,1,1213.47334,1,1,1
2025,ES,1984,ES61,1,2493.62210,1,3,1
2025,ES,1985,ES61,1,786.24053,1,3,1
2025,ES,1986,ES61,1,500.22921,1,3,1
2025,ES,1987,ES61,1,395.30246,1,3,1
2025,ES,1988,ES61,1,832.07162,1,3,1
2025,ES,1989,ES61,1,1133.93191,1,3,1
2025,ES,1991,ES61,1,625.69393,1,3,1
2025,ES,1992,ES61,1,758.86374,1,3,1
2025,ES,1993,ES61,1,1160.84266,1,3,1
2025,ES,1994,ES61,1,5228.90921,1,3,1
2025,ES,1995,ES61,1,1213.47334,1,3,1
2025,ES,1996,ES61,1,2072.79295,1,3,1
2025,ES,1997,ES24,1,354.11316,1,3,1
2025,ES,1998,ES24,1,531.90203,1,3,1
2025,ES,1999,ES30,1,751.23349,1,1,1
2025,ES,2000,ES24,1,906.03469,1,3,1
2025,ES,2001,ES24,1,705.25604,1,3,1
2025,ES,2002,ES24,1,822.78678,1,3,1
2025,ES,2003,ES24,1,312.70071,1,3,1
2025,ES,2004,ES24,1,359.92920,1,3,1
2025,ES,2005,ES24,1,775.07170,1,3,1
2025,ES,2006,ES24,1,717.07675,1,3,1
2025,ES,2007,ES24,1,556.78727,1,2,1
2025,ES,2008,ES24,1,933.93439,1,2,1
2025,ES,2009,ES24,1,1206.91134,1,2,1
2025,ES,2012,ES24,1,676.83056,1,2,1
2025,ES,2013,ES24,1,420.70695,1,2,1
2025,ES,2014,ES24,1,436.80607,1,2,1
2025,ES,2015,ES24,1,103.11892,1,2,1
2025,ES,2016,ES24,1,990.72626,1,3,1
2025,ES,2017,ES24,1,354.79969,1,3,1
2025,ES,2018,ES24,1,328.56770,1,3,1
2025,ES,2020,ES24,1,928.58642,1,2,1
2025,ES,2022,ES24,1,1123.68875,1,2,1
2025,ES,2023,ES24,1,640.68092,1,2,1
2025,ES,2024,ES24,1,618.74961,1,2,1
2025,ES,2025,ES24,1,712.04734,1,2,1
2025,ES,2026,ES24,1,659.59323,1,2,1
2025,ES,2027,ES24,1,422.46007,1,2,1
2025,ES,2028,ES24,1,574.10598,1,2,1
2025,ES,2029,ES24,1,948.19130,1,2,1
2025,ES,2030,ES24,1,674.89739,1,2,1
2025,ES,2031,ES24,1,1034.23902,1,2,1
2025,ES,2032,ES61,1,2443.06521,1,2,1
2025,ES,2033,ES61,1,628.80803,1,2,1
2025,ES,2034,ES61,1,1594.70251,1,2,1
2025,ES,2035,ES61,1,1143.69703,1,2,1
2025,ES,2037,ES52,1,830.59450,1,1,1
2025,ES,2038,ES61,1,1050.32430,1,2,1
2025,ES,2039,ES61,1,413.02021,1,2,1
2025,ES,2040,ES61,1,1141.30717,1,1,1
2025,ES,2041,ES61,1,821.91818,1,1,1
2025,ES,2042,ES61,1,1225.61266,1,1,1
2025,ES,2045,ES61,1,893.22441,1,1,1
2025,ES,2046,ES61,1,1076.25614,1,1,1
2025,ES,2047,ES61,1,1223.94668,1,1,1
2025,ES,2048,ES61,1,1404.38012,1,1,1
2025,ES,2051,ES42,1,1253.26156,1,2,1
2025,ES,2054,ES61,1,1381.87207,1,3,1
2025,ES,2055,ES61,1,1446.39651,1,3,1
2025,ES,2056,ES61,1,1717.91744,1,3,1
2025,ES,2057,ES61,1,812.15126,1,3,1
2025,ES,2058,ES61,1,1424.43821,1,2,1
2025,ES,2059,ES61,1,1608.58386,1,2,1
2025,ES,2060,ES61,1,1053.22695,1,2,1
2025,ES,2061,ES61,1,1199.38762,1,2,1
2025,ES,2062,ES61,1,1220.20281,1,2,1
2025,ES,2063,ES61,1,841.63904,1,2,1
2025,ES,2064,ES61,1,1026.91603,1,1,1
2025,ES,2065,ES61,1,957.53058,1,1,1
2025,ES,2066,ES61,1,1988.51908,1,1,1
2025,ES,2068,ES61,1,1634.17431,1,1,1
2025,ES,2069,ES61,1,762.80071,1,1,1
2025,ES,2070,ES61,1,609.57116,1,1,1
2025,ES,2071,ES61,1,833.84098,1,1,1
2025,ES,2073,ES61,1,934.40136,1,1,1
2025,ES,2074,ES61,1,1279.67685,1,1,1
2025,ES,2075,ES61,1,1198.32500,1,1,1
2025,ES,2076,ES61,1,1233.19082,1,1,1
2025,ES,2077,ES61,1,1786.51924,1,1,1
2025,ES,2078,ES61,1,1285.82276,1,1,1
2025,ES,2080,ES61,1,336.86567,1,1,1
2025,ES,2082,ES61,1,1339.26978,1,2,1
2025,ES,2083,ES61,1,1209.65249,1,2,1
2025,ES,2084,ES61,1,1492.93359,1,2,1
2025,ES,2085,ES61,1,1199.38762,1,2,1
2025,ES,2086,ES61,1,1221.15439,1,2,1
2025,ES,2087,ES61,1,1199.38762,1,2,1
2025,ES,2088,ES61,1,1518.12897,1,2,1
2025,ES,2089,ES61,1,654.47585,1,2,1
2025,ES,2090,ES61,1,452.72576,1,2,1
2025,ES,2091,ES61,1,1112.52922,1,2,1
2025,ES,2092,ES61,1,1648.37321,1,2,1
2025,ES,2093,ES61,1,844.21433,1,2,1
2025,ES,2094,ES61,1,622.64495,1,2,1
2025,ES,2095,ES61,1,836.53193,1,2,1
2025,ES,2096,ES61,1,645.61752,1,2,1
2025,ES,2097,ES61,1,957.66013,1,2,1
2025,ES,2098,ES61,1,748.33354,1,2,1
2025,ES,2100,ES61,1,1143.69703,1,2,1
2025,ES,2101,ES61,1,859.03483,1,2,1
2025,ES,2102,ES61,1,850.61677,1,2,1
2025,ES,2103,ES61,1,1226.73947,1,2,1
2025,ES,2104,ES61,1,1057.62530,1,2,1
2025,ES,2105,ES61,1,681.28511,1,3,1
2025,ES,2106,ES61,1,1133.93191,1,3,1
2025,ES,2107,ES61,1,1588.16679,1,3,1
2025,ES,2108,ES61,1,545.18952,1,3,1
2025,ES,2110,ES61,1,593.48851,1,3,1
2025,ES,2111,ES61,1,917.48485,1,3,1
2025,ES,2112,ES61,1,777.02813,1,3,1
2025,ES,2113,ES61,1,787.28413,1,3,1
2025,ES,2114,ES61,1,4266.24084,1,3,1
2025,ES,2116,ES61,1,1572.61038,1,3,1
2025,ES,2117,ES61,1,1360.86110,1,3,1
2025,ES,2118,ES61,1,1943.68237,1,3,1
2025,ES,2120,ES61,1,1414.11373,1,3,1
2025,ES,2121,ES61,1,1446.39651,1,3,1
2025,ES,2122,ES61,1,861.40784,1,3,1
2025,ES,2123,ES61,1,994.96203,1,3,1
2025,ES,2124,ES61,1,1381.87207,1,3,1
2025,ES,2125,ES61,1,926.70859,1,3,1
2025,ES,2126,ES61,1,1864.17686,1,2,1
2025,ES,2127,ES61,1,1859.78185,1,2,1
2025,ES,2128,ES61,1,1405.85425,1,2,1
2025,ES,2129,ES61,1,1405.85425,1,2,1
2025,ES,2130,ES61,1,1350.12796,1,2,1
2025,ES,2133,ES61,1,1114.36875,1,3,1
2025,ES,2134,ES61,1,3648.39265,1,3,1
2025,ES,2135,ES61,1,1133.93191,1,3,1
2025,ES,2136,ES61,1,815.27513,1,3,1
2025,ES,2137,ES61,1,1569.75617,1,3,1
2025,ES,2138,ES61,1,1733.15257,1,3,1
2025,ES,2139,ES41,1,966.31286,1,1,1
2025,ES,2142,ES41,1,1825.75723,1,2,1
2025,ES,2143,ES41,1,644.08727,1,3,1
2025,ES,2144,ES41,1,398.82789,1,3,1
2025,ES,2146,ES41,1,562.27628,1,3,1
2025,ES,2147,ES41,1,378.88571,1,3,1
2025,ES,2148,ES41,1,681.85696,1,1,1
2025,ES,2149,ES41,1,601.33031,1,1,1
2025,ES,2150,ES41,1,276.20005,1,1,1
2025,ES,2151,ES41,1,293.49407,1,1,1
2025,ES,2152,ES41,1,616.86206,1,1,1
2025,ES,2153,ES41,1,293.11422,1,1,1
2025,ES,2154,ES41,1,566.28444,1,1,1
2025,ES,2155,ES41,1,546.31443,1,1,1
2025,ES,2156,ES41,1,477.41724,1,1,1
2025,ES,2157,ES41,1,583.59130,1,1,1
2025,ES,2158,ES41,1,1226.30202,1,1,1
2025,ES,2159,ES41,1,643.19103,1,1,1
2025,ES,2160,ES41,1,601.33031,1,1,1
2025,ES,2161,ES41,1,296.40086,1,1,1
2025,ES,2163,ES41,1,442.70338,1,1,1
2025,ES,2164,ES41,1,612.96489,1,1,1
2025,ES,2165,ES41,1,923.07057,1,1,1
2025,ES,2166,ES41,1,435.09688,1,1,1
2025,ES,2167,ES41,1,488.55069,1,1,1
2025,ES,2168,ES41,1,682.62990,1,1,1
2025,ES,2169,ES41,1,453.43900,1,1,1
2025,ES,2171,ES41,1,1416.94556,1,3,1
2025,ES,2172,ES41,1,535.78684,1,1,1
2025,ES,2173,ES41,1,785.61720,1,1,1
2025,ES,2174,ES41,1,480.05512,1,1,1
2025,ES,2175,ES41,1,816.64251,1,1,1
2025,ES,2177,ES41,1,399.67383,1,2,1
2025,ES,2178,ES41,1,313.86965,1,2,1
2025,ES,2179,ES41,1,353.76856,1,2,1
2025,ES,2180,ES41,1,700.95690,1,2,1
2025,ES,2181,ES41,1,265.67383,1,2,1
2025,ES,2182,ES41,1,483.03567,1,2,1
2025,ES,2183,ES41,1,605.03803,1,2,1
2025,ES,2184,ES41,1,262.24776,1,1,1
2025,ES,2185,ES41,1,432.93058,1,2,1
2025,ES,2186,ES41,1,426.50179,1,2,1
2025,ES,2187,ES41,1,826.89083,1,2,1
2025,ES,2188,ES41,1,208.31066,1,3,1
2025,ES,2189,ES41,1,276.64213,1,2,1
2025,ES,2190,ES41,1,417.26341,1,2,1
2025,ES,2191,ES41,1,462.41826,1,2,1
2025,ES,2192,ES41,1,262.24776,1,2,1
2025,ES,2193,ES51,1,1532.62280,1,1,1
2025,ES,2194,ES51,1,2029.81992,1,1,1
2025,ES,2195,ES51,1,825.45858,1,1,1
2025,ES,2196,ES51,1,952.07590,1,1,1
2025,ES,2197,ES51,1,560.46355,1,1,1
2025,ES,2198,ES51,1,524.26826,1,1,1
2025,ES,2199,ES51,1,683.72836,1,1,1
2025,ES,2200,ES51,1,995.39310,1,1,1
2025,ES,2201,ES51,1,812.00353,1,1,1
2025,ES,2202,ES51,1,643.33334,1,1,1
2025,ES,2204,ES51,1,797.90243,1,1,1
2025,ES,2205,ES51,1,670.28474,1,1,1
2025,ES,2206,ES51,1,807.18087,1,1,1
2025,ES,2207,ES51,1,531.28870,1,1,1
2025,ES,2208,ES51,1,420.46599,1,1,1
2025,ES,2209,ES51,1,834.73129,1,1,1
2025,ES,2210,ES51,1,722.35022,1,1,1
2025,ES,2211,ES51,1,392.33768,1,3,1
2025,ES,2212,ES51,1,258.68137,1,3,1
2025,ES,2213,ES51,1,281.13766,1,3,1
2025,ES,2214,ES51,1,197.41136,1,3,1
2025,ES,2215,ES51,1,645.74139,1,3,1
2025,ES,2216,ES51,1,289.07513,1,3,1
2025,ES,2218,ES51,1,90.60236,1,3,1
2025,ES,2220,ES51,1,179.41407,1,3,1
2025,ES,2221,ES51,1,246.38251,1,3,1
2025,ES,2223,ES51,1,797.90243,1,1,1
2025,ES,2224,ES51,1,342.70779,1,3,1
2025,ES,2226,ES51,1,385.56582,1,1,1
2025,ES,2227,ES51,1,1069.59665,1,1,1
2025,ES,2228,ES51,1,475.80678,1,1,1
2025,ES,2229,ES51,1,490.90172,1,1,1
2025,ES,2230,ES51,1,1524.17643,1,1,1
2025,ES,2231,ES51,1,560.46355,1,1,1
2025,ES,2232,ES51,1,347.50202,1,3,1
2025,ES,2233,ES51,1,409.58582,1,3,1
2025,ES,2234,ES51,1,315.31281,1,3,1
2025,ES,2235,ES51,1,177.64598,1,3,1
2025,ES,2237,ES51,1,476.30324,1,2,1
2025,ES,2238,ES51,1,214.80957,1,2,1
2025,ES,2239,ES51,1,183.30013,1,2,1
2025,ES,2240,ES51,1,587.86814,1,2,1
2025,ES,2241,ES51,1,278.15638,1,2,1
2025,ES,2242,ES51,1,276.40117,1,3,1
2025,ES,2243,ES51,1,176.56938,1,3,1
2025,ES,2244,ES51,1,192.08800,1,1,1
2025,ES,2245,ES51,1,210.07419,1,3,1
2025,ES,2246,ES51,1,157.52979,1,3,1
2025,ES,2247,ES51,1,264.53892,1,3,1
2025,ES,2249,ES23,1,194.30435,1,2,1
2025,ES,2250,ES23,1,109.73734,1,2,1
2025,ES,2251,ES23,1,361.19821,1,2,1
2025,ES,2252,ES23,1,193.60252,1,2,1
2025,ES,2253,ES23,1,51.63792,1,2,1
2025,ES,2254,ES23,1,57.92623,1,2,1
2025,ES,2255,ES23,1,83.37582,1,2,1
2025,ES,2256,ES23,1,145.45217,1,3,1
2025,ES,2258,ES23,1,180.40302,1,3,1
2025,ES,2259,ES23,1,129.43874,1,2,1
2025,ES,2260,ES23,1,107.79216,1,3,1
2025,ES,2261,ES23,1,133.79097,1,1,1
2025,ES,2262,ES23,1,174.48745,1,1,1
2025,ES,2263,ES23,1,187.02573,1,1,1
2025,ES,2264,ES23,1,88.26734,1,1,1
2025,ES,2266,ES23,1,616.60775,1,3,1
2025,ES,2267,ES23,1,172.14956,1,3,1
2025,ES,2268,ES23,1,245.00977,1,3,1
2025,ES,2269,ES23,1,332.12705,1,2,1
2025,ES,2270,ES23,1,153.65361,1,3,1
2025,ES,2271,ES21,1,131.90505,1,1,1
2025,ES,2272,ES23,1,124.34948,1,2,1
2025,ES,2273,ES23,1,115.04168,1,2,1
2025,ES,2274,ES23,1,127.23742,1,2,1
2025,ES,2275,ES23,1,139.35849,1,2,1
2025,ES,2276,ES23,1,96.35503,1,2,1
2025,ES,2277,ES23,1,91.08997,1,2,1
2025,ES,2278,ES23,1,146.85210,1,2,1
2025,ES,2280,ES23,1,189.15579,1,2,1
2025,ES,2281,ES23,1,193.11813,1,2,1
2025,ES,2282,ES23,1,182.49202,1,2,1
2025,ES,2283,ES23,1,231.51611,1,2,1
2025,ES,2284,ES23,1,270.86560,1,2,1
2025,ES,2285,ES23,1,148.58668,1,1,1
2025,ES,2286,ES23,1,125.55549,1,1,1
2025,ES,2287,ES23,1,151.02289,1,1,1
2025,ES,2288,ES23,1,203.17665,1,1,1
2025,ES,2289,ES23,1,376.50993,1,1,1
2025,ES,2290,ES23,1,141.15948,1,1,1
2025,ES,2291,ES23,1,156.49644,1,1,1
2025,ES,2292,ES23,1,132.79236,1,1,1
2025,ES,2293,ES23,1,121.01686,1,1,1
2025,ES,2294,ES23,1,168.22813,1,1,1
2025,ES,2295,ES23,1,133.79097,1,1,1
2025,ES,2296,ES23,1,227.32598,1,1,1
2025,ES,2297,ES23,1,84.78101,1,1,1
2025,ES,2298,ES23,1,151.02289,1,1,1
2025,ES,2299,ES23,1,245.14107,1,1,1
2025,ES,2300,ES23,1,179.23955,1,1,1
2025,ES,2301,ES23,1,161.03992,1,1,1
2025,ES,2302,ES23,1,136.08617,1,1,1
2025,ES,2303,ES23,1,161.03992,1,3,1
2025,ES,2304,ES23,1,247.62847,1,1,1
2025,ES,2305,ES23,1,127.45649,1,1,1
2025,ES,2306,ES23,1,115.17657,1,1,1
2025,ES,2307,ES23,1,167.05808,1,1,1
2025,ES,2308,ES23,1,153.59422,1,1,1
2025,ES,2309,ES23,1,61.53453,1,1,1
2025,ES,2310,ES23,1,267.53814,1,1,1
2025,ES,2311,ES23,1,267.53814,1,1,1
2025,ES,2312,ES23,1,99.63096,1,1,1
2025,ES,2313,ES23,1,155.55172,1,1,1
2025,ES,2314,ES23,1,189.04739,1,1,1
2025,ES,2316,ES23,1,273.74097,1,1,1
2025,ES,2317,ES23,1,169.34161,1,1,1
2025,ES,2318,ES23,1,165.11359,1,1,1
2025,ES,2319,ES23,1,156.60334,1,1,1
2025,ES,2320,ES23,1,151.36298,1,3,1
2025,ES,2321,ES23,1,252.14261,1,3,1
